GeneSym	EnsembleID	Tissue/Cell Type
RBKS	ENSP00000306817	urinary system
CYB5A	ENSP00000341625	urinary system
APOA1	ENSP00000236850	urinary system
AOX1	ENSP00000363832	urinary system
SERPINA5	ENSP00000333203	urinary system
FKBP6	ENSP00000252037	urinary system
TBC1D26	ENSP00000321017	urinary system
REEP6	ENSP00000233596	urinary system
CYP17A1	ENSP00000358903	urinary system
PC	ENSP00000377527	urinary system
GSTA2	ENSP00000420168	urinary system
GINM1	ENSP00000356389	urinary system
MTIF3	ENSP00000370508	urinary system
APOA5	ENSP00000227665	urinary system
FYCO1	ENSP00000296137	urinary system
COL14A1	ENSP00000297848	urinary system
ADIRF	ENSP00000361083	urinary system
C11ORF96	ENSP00000340667	urinary system
FOLR1	ENSP00000308137	urinary system
TACSTD2	ENSP00000360269	urinary system
RBM47	ENSP00000295971	urinary system
SCNN1A	ENSP00000228916	urinary system
SYDE2	ENSP00000340594	urinary system
SERTAD4	ENSP00000355979	urinary system
SLC12A7	ENSP00000264930	urinary system
TSPAN1	ENSP00000236130	urinary system
GPRC5A	ENSP00000014914	urinary system
MUC1	ENSP00000338983	urinary system
AZGP1	ENSP00000292401	urinary system
MT1A	ENSP00000290705	urinary system
GLRX5	ENSP00000328570	urinary system
C18ORF32	ENSP00000323199	urinary system
HTATSF1	ENSP00000218364	urinary system
UBQLN1	ENSP00000365576	urinary system
DDAH1	ENSP00000284031	urinary system
TRIM44	ENSP00000299413	urinary system
GOLIM4	ENSP00000417354	urinary system
MOCS2	ENSP00000339580	urinary system
MRPS28	ENSP00000276585	urinary system
PAQR6	ENSP00000338330	urinary system
SCG2	ENSP00000304133	urinary system
SEC11C	ENSP00000299714	urinary system
TNFAIP2	ENSP00000332326	urinary system
AFF1	ENSP00000305689	urinary system
SLC13A3	ENSP00000279027	urinary system
TNS3	ENSP00000312143	urinary system
ATP6V1B1	ENSP00000234396	urinary system
SLC7A7	ENSP00000285850	urinary system
TINAGL1	ENSP00000271064	urinary system
SLC22A11	ENSP00000301891	urinary system
SLC16A4	ENSP00000358794	urinary system
DPP4	ENSP00000353731	urinary system
SERINC2	ENSP00000362813	urinary system
SLC27A2	ENSP00000267842	urinary system
GPC3	ENSP00000359854	urinary system
TNFSF10	ENSP00000241261	urinary system
IMPA2	ENSP00000269159	urinary system
DHRS2	ENSP00000344674	urinary system
BCAM	ENSP00000270233	urinary system
C5ORF58	ENSP00000391317	urinary system
EFHB	ENSP00000295824	urinary system
MME	ENSP00000353679	urinary system
PRSS8	ENSP00000319730	urinary system
SLC16A3	ENSP00000376150	urinary system
GDF15	ENSP00000252809	urinary system
HSD11B2	ENSP00000316786	urinary system
CLDN4	ENSP00000342445	urinary system
KRT8	ENSP00000293308	urinary system
KRT7	ENSP00000329243	urinary system
TRIM25	ENSP00000323889	urinary system
CAT	ENSP00000241052	urinary system
ATP6V0A1	ENSP00000264649	urinary system
PREPL	ENSP00000260648	urinary system
C14ORF1	ENSP00000256319	urinary system
GATM	ENSP00000379895	urinary system
ATP6V1B2	ENSP00000276390	urinary system
ENO2	ENSP00000229277	urinary system
CLDND1	ENSP00000388457	urinary system
DYNLL2	ENSP00000240343	urinary system
NDRG4	ENSP00000377823	urinary system
RASD1	ENSP00000225688	urinary system
NEFH	ENSP00000311997	urinary system
MAP1A	ENSP00000300231	urinary system
PLEKHB1	ENSP00000346127	urinary system
ARL8A	ENSP00000272217	urinary system
RTBDN	ENSP00000326253	urinary system
ABAT	ENSP00000268251	urinary system
WSB2	ENSP00000319474	urinary system
ALDH1L1	ENSP00000377083	urinary system
PSAT1	ENSP00000365773	urinary system
ASNA1	ENSP00000349887	urinary system
ATP6V0B	ENSP00000236067	urinary system
NDUFA3	ENSP00000398290	urinary system
AGT	ENSP00000355627	urinary system
HIPK2	ENSP00000263551	urinary system
PCSK1N	ENSP00000218230	urinary system
MAL	ENSP00000310880	urinary system
SNCG	ENSP00000361087	urinary system
CBR1	ENSP00000290349	urinary system
RGS4	ENSP00000397181	urinary system
MOAP1	ENSP00000298894	urinary system
DGKZ	ENSP00000320340	urinary system
NEFM	ENSP00000221166	urinary system
BYSL	ENSP00000230340	urinary system
CHI3L1	ENSP00000255409	urinary system
SNCA	ENSP00000338345	urinary system
CHN1	ENSP00000386741	urinary system
SNAP25	ENSP00000254976	urinary system
NME7	ENSP00000356785	urinary system
CNP	ENSP00000377470	urinary system
MBP	ENSP00000348273	urinary system
PLP1	ENSP00000305152	urinary system
NEFL	ENSP00000221169	urinary system
RETSAT	ENSP00000295802	urinary system
GFAP	ENSP00000253408	urinary system
PRNP	ENSP00000368748	urinary system
UCHL1	ENSP00000284440	urinary system
GPM6A	ENSP00000280187	urinary system
DNASE1L3	ENSP00000316193	urinary system
TNC	ENSP00000265131	urinary system
SRMS	ENSP00000217188	urinary system
PCP4	ENSP00000329403	urinary system
FABP5	ENSP00000297258	urinary system
S100A9	ENSP00000357727	urinary system
KRT13	ENSP00000246635	urinary system
QRICH1	ENSP00000350094	urinary system
PTPN2	ENSP00000311857	urinary system
A2M	ENSP00000323929	urinary system
AHNAK	ENSP00000367263	urinary system
EIF3A	ENSP00000358140	urinary system
MYH9	ENSP00000216181	urinary system
CAP1	ENSP00000361878	urinary system
FLNA	ENSP00000358866	urinary system
HSP90B1	ENSP00000299767	urinary system
GPI	ENSP00000348877	urinary system
P4HB	ENSP00000327801	urinary system
TKT	ENSP00000405455	urinary system
ACLY	ENSP00000253792	urinary system
ALB	ENSP00000295897	urinary system
IRF7	ENSP00000329411	urinary system
CLTC	ENSP00000269122	urinary system
COPA	ENSP00000357048	urinary system
VCL	ENSP00000211998	urinary system
PYGB	ENSP00000216962	urinary system
STIP1	ENSP00000305958	urinary system
PDZD3	ENSP00000327107	urinary system
VCP	ENSP00000351777	urinary system
UBR4	ENSP00000364403	urinary system
YARS	ENSP00000362576	urinary system
DCTN1	ENSP00000354791	urinary system
NRIP1	ENSP00000327213	urinary system
NUMA1	ENSP00000352675	urinary system
DDI1	ENSP00000302805	urinary system
CCT3	ENSP00000357244	urinary system
EHD1	ENSP00000320516	urinary system
WDR1	ENSP00000382881	urinary system
HMHA1	ENSP00000316772	urinary system
ACO2	ENSP00000216254	urinary system
HADHA	ENSP00000370023	urinary system
SND1	ENSP00000346762	urinary system
XRCC5	ENSP00000329528	urinary system
MTHFD1	ENSP00000216605	urinary system
AP2B1	ENSP00000314414	urinary system
EPRS	ENSP00000355890	urinary system
LMNB2	ENSP00000327054	urinary system
LRPPRC	ENSP00000260665	urinary system
DHX9	ENSP00000356520	urinary system
NPEPPS	ENSP00000320324	urinary system
HSPD1	ENSP00000340019	urinary system
IARS	ENSP00000364794	urinary system
ANXA6	ENSP00000346550	urinary system
XRCC6	ENSP00000352257	urinary system
DDB1	ENSP00000301764	urinary system
PSMD2	ENSP00000310129	urinary system
CCT2	ENSP00000299300	urinary system
SDF4	ENSP00000353094	urinary system
IPO5	ENSP00000261574	urinary system
ANXA2	ENSP00000346032	urinary system
CCT7	ENSP00000258091	urinary system
RPN1	ENSP00000296255	urinary system
EIF3CL	ENSP00000370258	urinary system
NOP56	ENSP00000370589	urinary system
CAPN1	ENSP00000279247	urinary system
DHX15	ENSP00000336741	urinary system
CCT5	ENSP00000280326	urinary system
CCT8	ENSP00000286788	urinary system
EFTUD2	ENSP00000262414	urinary system
COPB2	ENSP00000329419	urinary system
COPB1	ENSP00000249923	urinary system
CSE1L	ENSP00000262982	urinary system
GPR56	ENSP00000369018	urinary system
LASP1	ENSP00000325240	urinary system
LITAF	ENSP00000340118	urinary system
CKAP5	ENSP00000346566	urinary system
KRT18	ENSP00000373487	urinary system
DSP	ENSP00000369129	urinary system
SF3B1	ENSP00000335321	urinary system
ACTR3	ENSP00000263238	urinary system
CCNG1	ENSP00000344635	urinary system
SRSF1	ENSP00000258962	urinary system
CCT4	ENSP00000377958	urinary system
CS	ENSP00000342056	urinary system
SRSF3	ENSP00000362820	urinary system
HMGN1	ENSP00000370125	urinary system
TFRC	ENSP00000353224	urinary system
RAN	ENSP00000396127	urinary system
GARS	ENSP00000373918	urinary system
HMGA1	ENSP00000308227	urinary system
QARS	ENSP00000307567	urinary system
RRM2	ENSP00000302955	urinary system
CYCS	ENSP00000307786	urinary system
IGHG1	ENSP00000374990	urinary system
DDIT4	ENSP00000307305	urinary system
ATP5G3	ENSP00000284727	urinary system
COX8A	ENSP00000321260	urinary system
UQCRH	ENSP00000309565	urinary system
EIF3K	ENSP00000248342	urinary system
COX5A	ENSP00000317780	urinary system
COX6B1	ENSP00000246554	urinary system
TUBA4A	ENSP00000248437	urinary system
COX7B	ENSP00000417656	urinary system
NDUFAB1	ENSP00000007516	urinary system
NDUFB4	ENSP00000184266	urinary system
AHNAK2	ENSP00000353114	urinary system
RPS4Y1	ENSP00000250784	urinary system
AKAP13	ENSP00000354718	urinary system
CNOT1	ENSP00000320949	urinary system
IQGAP1	ENSP00000268182	urinary system
GLG1	ENSP00000205061	urinary system
IGF2R	ENSP00000349437	urinary system
SUPT6H	ENSP00000319104	urinary system
CAND1	ENSP00000299218	urinary system
NUP93	ENSP00000310668	urinary system
SYNE2	ENSP00000350719	urinary system
GCC1	ENSP00000318821	urinary system
TCFL5	ENSP00000334294	urinary system
CLTCL1	ENSP00000263200	urinary system
EHD3	ENSP00000327116	urinary system
VPS13C	ENSP00000261517	urinary system
SARS	ENSP00000234677	urinary system
SF3B2	ENSP00000318861	urinary system
ATP6AP2	ENSP00000367697	urinary system
DYNC1LI2	ENSP00000258198	urinary system
HYOU1	ENSP00000278752	urinary system
BSCL2	ENSP00000354032	urinary system
OTUB1	ENSP00000301453	urinary system
GLUD1	ENSP00000277865	urinary system
WBP1	ENSP00000233615	urinary system
DDX1	ENSP00000233084	urinary system
PGRMC1	ENSP00000217971	urinary system
CDK4	ENSP00000257904	urinary system
FSCN1	ENSP00000371798	urinary system
PPT1	ENSP00000394863	urinary system
CLTA	ENSP00000242285	urinary system
RBBP4	ENSP00000362592	urinary system
FBXO7	ENSP00000266087	urinary system
AGRN	ENSP00000368678	urinary system
MYO6	ENSP00000358994	urinary system
FLNB	ENSP00000295956	urinary system
FLNC	ENSP00000327145	urinary system
HSPG2	ENSP00000363827	urinary system
LAMA5	ENSP00000252999	urinary system
LAMC1	ENSP00000258341	urinary system
TF	ENSP00000264998	urinary system
LAMA1	ENSP00000374309	urinary system
LAMC3	ENSP00000354360	urinary system
LAMA2	ENSP00000400365	urinary system
PZP	ENSP00000261336	urinary system
GUK1	ENSP00000317659	urinary system
SEPW1	ENSP00000379943	urinary system
FASN	ENSP00000304592	urinary system
AKR1B1	ENSP00000285930	urinary system
ADAR	ENSP00000357459	urinary system
APOE	ENSP00000252486	urinary system
RAB5C	ENSP00000345689	urinary system
AGAP4	ENSP00000392513	urinary system
C17ORF58	ENSP00000402020	urinary system
ANKRD36	ENSP00000258459	urinary system
PMS2P5	ENSP00000378411	urinary system
NF1	ENSP00000351015	urinary system
AP3B2	ENSP00000261722	urinary system
COA3	ENSP00000354762	urinary system
TRAPPC1	ENSP00000302783	urinary system
PURA	ENSP00000332706	urinary system
ATP5D	ENSP00000215375	urinary system
DNASE1L1	ENSP00000014935	urinary system
FOXC1	ENSP00000370256	urinary system
TMSB4XP4	ENSP00000378430	urinary system
TNFSF4	ENSP00000281834	urinary system
HIST1H1E	ENSP00000307705	urinary system
GBX2	ENSP00000302251	urinary system
PTMAP7	ENSP00000346324	urinary system
NPR3	ENSP00000318340+ENSP00000398028	urinary system
PTGIR	ENSP00000291294	urinary system
INHBB	ENSP00000295228	urinary system
MON1A	ENSP00000296473	urinary system
TOB1	ENSP00000268957	urinary system
SLC35B2	ENSP00000377401	urinary system
TSPYL1	ENSP00000357597	urinary system
PNRC2	ENSP00000334840	urinary system
TAF10	ENSP00000299424	urinary system
GLUD2	ENSP00000327589	urinary system
RRAGA	ENSP00000369899	urinary system
FGF17	ENSP00000352414	urinary system
GABARAPL3	ENSP00000394008	urinary system
WBP11	ENSP00000261167	urinary system
CSNK2B	ENSP00000415615	urinary system
EIF4EBP2	ENSP00000362314	urinary system
MARCKS	ENSP00000357624	urinary system
RAD23A	ENSP00000321365	urinary system
HNRNPA0	ENSP00000316042	urinary system
PA2G4	ENSP00000302886	urinary system
LY6E	ENSP00000292494	urinary system
CUTA	ENSP00000363624+ENSP00000391509	urinary system
SERINC3	ENSP00000255175	urinary system
SPCS2	ENSP00000263672	urinary system
RPL21	ENSP00000346027	urinary system
UBE2L3	ENSP00000344259	urinary system
RAB11B	ENSP00000333547	urinary system
SF1	ENSP00000366607	urinary system
MT2A	ENSP00000245185	urinary system
NSF	ENSP00000381293	urinary system
PTMS	ENSP00000310088	urinary system
TRMT112	ENSP00000309433	urinary system
CKB	ENSP00000299198	urinary system
HBA2	ENSP00000251595	urinary system
RHOB	ENSP00000272233	urinary system
CITED2	ENSP00000356623	urinary system
APEX1	ENSP00000216714	urinary system
PPP1CA	ENSP00000326031	urinary system
IL6ST	ENSP00000338799	urinary system
SLC44A2	ENSP00000336888	urinary system
NAA50	ENSP00000240922	urinary system
NXF1	ENSP00000294172	urinary system
VPS52	ENSP00000406988	urinary system
NDUFS7	ENSP00000233627	urinary system
SYVN1	ENSP00000366395	urinary system
ADD1	ENSP00000264758	urinary system
AP3D1	ENSP00000344055	urinary system
CYC1	ENSP00000317159	urinary system
MAP4	ENSP00000353375	urinary system
MDH2	ENSP00000327070	urinary system
GRINA	ENSP00000314380	urinary system
POLR2E	ENSP00000215587	urinary system
DHCR24	ENSP00000360316	urinary system
CLPTM1	ENSP00000336994	urinary system
RABAC1	ENSP00000222008	urinary system
SLIRP	ENSP00000238688	urinary system
DUSP3	ENSP00000226004	urinary system
STUB1	ENSP00000219548	urinary system
DCXR	ENSP00000303356	urinary system
DKK3	ENSP00000314910	urinary system
NDUFB9	ENSP00000276689	urinary system
SAP18	ENSP00000371973	urinary system
HSPA4	ENSP00000302961	urinary system
DPP7	ENSP00000360635	urinary system
HSBP1	ENSP00000392896	urinary system
NFE2L1	ENSP00000355190	urinary system
ATP2A2	ENSP00000324892	urinary system
BLCAP	ENSP00000362637	urinary system
DYNLRB1	ENSP00000349679	urinary system
FAM127A	ENSP00000257013	urinary system
NDUFB8	ENSP00000299166	urinary system
ATP6AP1	ENSP00000358777	urinary system
WBP2	ENSP00000254806	urinary system
GDI1	ENSP00000394071	urinary system
GOT2	ENSP00000245206	urinary system
EIF5	ENSP00000216554	urinary system
MLF2	ENSP00000203630	urinary system
SUMO3	ENSP00000330343	urinary system
NAPA	ENSP00000263354	urinary system
TECR	ENSP00000215567	urinary system
TUBG1	ENSP00000251413	urinary system
SLC38A2	ENSP00000256689	urinary system
ATP6V1F	ENSP00000249289	urinary system
ZC3H13	ENSP00000282007	urinary system
EIF4H	ENSP00000265753	urinary system
VDAC1	ENSP00000265333	urinary system
PEA15	ENSP00000353660	urinary system
SRP9	ENSP00000305230	urinary system
SCD	ENSP00000359380	urinary system
ST13	ENSP00000216218	urinary system
PLD3	ENSP00000348901	urinary system
GABARAPL1	ENSP00000266458	urinary system
GOT1	ENSP00000359539	urinary system
KLHDC3	ENSP00000313995	urinary system
OGDH	ENSP00000222673	urinary system
PDE4DIP	ENSP00000358360	urinary system
UQCRC1	ENSP00000203407	urinary system
NDUFS1	ENSP00000233190	urinary system
NUDT4	ENSP00000338352	urinary system
SMARCE1	ENSP00000323967	urinary system
CLSTN1	ENSP00000366513	urinary system
USP11	ENSP00000218348	urinary system
CYFIP2	ENSP00000390948	urinary system
GOLGA7	ENSP00000276530	urinary system
NREP	ENSP00000403383	urinary system
STMN3	ENSP00000359070	urinary system
MAP1B	ENSP00000296755	urinary system
SMARCC2	ENSP00000267064	urinary system
QKI	ENSP00000354951	urinary system
LRPAP1	ENSP00000296325	urinary system
ACADVL	ENSP00000325395	urinary system
ATP5G2	ENSP00000377878	urinary system
RPL36	ENSP00000252543	urinary system
PCBP2	ENSP00000352438	urinary system
ATP5J2	ENSP00000292475	urinary system
UBL5	ENSP00000351492	urinary system
ATP8	ENSP00000355265	urinary system
DAZAP2	ENSP00000404968	urinary system
RPSAP58	ENSP00000417240	urinary system
ACTA2	ENSP00000224784	urinary system
COX6C	ENSP00000297564	urinary system
COX7C	ENSP00000247655	urinary system
CSDE1	ENSP00000358546	urinary system
RPS12	ENSP00000230050	urinary system
RPS17	ENSP00000346045	urinary system
RPL7	ENSP00000339795	urinary system
MYL12B	ENSP00000237500	urinary system
GNAS	ENSP00000360141	urinary system
HNRNPH1	ENSP00000349168	urinary system
RPL38	ENSP00000309830	urinary system
CTSB	ENSP00000342070	urinary system
HNRNPDL	ENSP00000295470	urinary system
ACTG1	ENSP00000331514	urinary system
TUBA1B	ENSP00000336799	urinary system
RPL3	ENSP00000346001	urinary system
LDHB	ENSP00000229319	urinary system
PABPC1	ENSP00000313007	urinary system
RPL7A	ENSP00000361076	urinary system
CAPZB	ENSP00000364287	urinary system
EIF3H	ENSP00000276682	urinary system
RBM39	ENSP00000253363	urinary system
CD81	ENSP00000263645	urinary system
SEPT2	ENSP00000353157	urinary system
ATP6V0E1	ENSP00000265093	urinary system
IFITM3	ENSP00000382707	urinary system
SSR2	ENSP00000295702	urinary system
CD59	ENSP00000340210	urinary system
DCN	ENSP00000052754	urinary system
GSN	ENSP00000362924	urinary system
GSTP1	ENSP00000381607	urinary system
S100A6	ENSP00000357708	urinary system
HLA-C	ENSP00000365402	urinary system
TAGLN	ENSP00000278968	urinary system
ACTN4	ENSP00000252699	urinary system
YWHAZ	ENSP00000309503	urinary system
DSTN	ENSP00000246069	urinary system
GPX4	ENSP00000346103	urinary system
TMEM59	ENSP00000234831	urinary system
ACTB	ENSP00000349960	urinary system
EEF1A1	ENSP00000330054	urinary system
ALDOA	ENSP00000336927	urinary system
RPS20	ENSP00000009589	urinary system
RPS4X	ENSP00000362744	urinary system
GAPDH	ENSP00000229239	urinary system
CFL1	ENSP00000309629	urinary system
MIR1244-1	ENSP00000344547	urinary system
PKM	ENSP00000320171	urinary system
RPL13	ENSP00000307889	urinary system
ARF1	ENSP00000272102	urinary system
RPS2	ENSP00000341885	urinary system
ATF4	ENSP00000336790	urinary system
FTL	ENSP00000366525	urinary system
PPIA	ENSP00000419425	urinary system
RPL13A	ENSP00000375730	urinary system
TMBIM6	ENSP00000389277	urinary system
BTF3	ENSP00000369965	urinary system
RPL29	ENSP00000294189	urinary system
CAPNS1	ENSP00000246533	urinary system
CALR	ENSP00000320866	urinary system
RPL26	ENSP00000293842	urinary system
RPL31	ENSP00000386717	urinary system
DDX17	ENSP00000380033	urinary system
CIRBP	ENSP00000322887	urinary system
SRSF5	ENSP00000377892	urinary system
YWHAE	ENSP00000264335	urinary system
BSG	ENSP00000333769	urinary system
PCBP1	ENSP00000305556	urinary system
COX4I1	ENSP00000253452	urinary system
CTSD	ENSP00000236671	urinary system
EDF1	ENSP00000224073	urinary system
GLUL	ENSP00000307900	urinary system
SRRM2	ENSP00000301740	urinary system
APLP2	ENSP00000263574	urinary system
APP	ENSP00000284981	urinary system
ATP1A1	ENSP00000295598	urinary system
HSPB1	ENSP00000248553	urinary system
LAPTM4A	ENSP00000175091	urinary system
AES	ENSP00000221561	urinary system
MRFAP1	ENSP00000318352	urinary system
PRKAR1A	ENSP00000351410	urinary system
ATP5B	ENSP00000262030	urinary system
SLC25A3	ENSP00000228318	urinary system
CNBP	ENSP00000303844	urinary system
EIF4G2	ENSP00000340281	urinary system
RPL15	ENSP00000309334	urinary system
RPL18	ENSP00000084795	urinary system
RPS3	ENSP00000278572	urinary system
HSP90AB1	ENSP00000325875	urinary system
PARK7	ENSP00000340278	urinary system
AP2M1	ENSP00000292807	urinary system
EIF4B	ENSP00000262056	urinary system
TPI1	ENSP00000379933	urinary system
BRD2	ENSP00000410994	urinary system
EIF3C	ENSP00000332604	urinary system
HSPA1A	ENSP00000364802	urinary system
HNRNPA1	ENSP00000341826	urinary system
TUBB	ENSP00000401317+ENSP00000410071	urinary system
RPL12	ENSP00000354739	urinary system
HLA-B	ENSP00000402956	urinary system
RPSA	ENSP00000346067	urinary system
HMGN2	ENSP00000355228	urinary system
ARHGDIA	ENSP00000269321	urinary system
TUBA1C	ENSP00000301072	urinary system
EEF1G	ENSP00000278279	urinary system
RPL23A	ENSP00000389103	urinary system
EIF4A1	ENSP00000293831	urinary system
NAP1L1	ENSP00000261182	urinary system
PRDX1	ENSP00000262746	urinary system
PGK1	ENSP00000362413	urinary system
MCL1	ENSP00000358022	urinary system
HDLBP	ENSP00000312042	urinary system
CCNI	ENSP00000237654	urinary system
CSRP1	ENSP00000345079	urinary system
DYNLL1	ENSP00000242577	urinary system
RAB11A	ENSP00000261890	urinary system
TSC22D1	ENSP00000397435	urinary system
ARF3	ENSP00000256682	urinary system
DDX24	ENSP00000328690	urinary system
LAMP1	ENSP00000333298	urinary system
ARL6IP1	ENSP00000306788	urinary system
ATP6V0C	ENSP00000329757	urinary system
RAC1	ENSP00000348461	urinary system
SPTBN1	ENSP00000349259	urinary system
STMN1	ENSP00000410452	urinary system
YWHAB	ENSP00000300161	urinary system
NUCB1	ENSP00000263273	urinary system
PRKCSH	ENSP00000252455	urinary system
OS9	ENSP00000318165	urinary system
RPS27	ENSP00000357555	urinary system
GNAI2	ENSP00000312999	urinary system
IFITM2	ENSP00000382714	urinary system
PTGDS	ENSP00000360687	urinary system
RNASE1	ENSP00000344193	urinary system
ARL6IP5	ENSP00000273258	urinary system
H3F3B	ENSP00000254810	urinary system
CANX	ENSP00000247461	urinary system
PDIA3	ENSP00000300289	urinary system
PRPF8	ENSP00000304350	urinary system
UBA1	ENSP00000338413	urinary system
ATP5C1	ENSP00000349142	urinary system
MGST3	ENSP00000356859	urinary system
UQCRC2	ENSP00000268379	urinary system
GHITM	ENSP00000361207	urinary system
PPP2R1A	ENSP00000324804	urinary system
ATP5A1	ENSP00000282050	urinary system
CST3	ENSP00000366124	urinary system
ITM2B	ENSP00000367828	urinary system
PSAP	ENSP00000378394	urinary system
SRP14	ENSP00000267884	urinary system
HSP90AA1	ENSP00000335153	urinary system
CD74	ENSP00000009530	urinary system
FOS	ENSP00000306245	urinary system
GABARAP	ENSP00000306866	urinary system
PFDN5	ENSP00000334188	urinary system
TXNIP	ENSP00000358323	urinary system
DDX5	ENSP00000225792	urinary system
H3F3A	ENSP00000355778	urinary system
GRN	ENSP00000053867	urinary system
SAT1	ENSP00000368572	urinary system
EEF1D	ENSP00000391944	urinary system
EIF3E	ENSP00000220849	urinary system
PPIB	ENSP00000300026	urinary system
RPL35	ENSP00000259469	urinary system
RPL35A	ENSP00000393393	urinary system
RPS14	ENSP00000311028	urinary system
C1R	ENSP00000290575	urinary system
ECH1	ENSP00000221418	urinary system
CALD1	ENSP00000354826	urinary system
ITGB1	ENSP00000364094	urinary system
MYL9	ENSP00000279022	urinary system
TPM2	ENSP00000354219	urinary system
TPM1	ENSP00000267996	urinary system
LGALS3BP	ENSP00000262776	urinary system
RHOC	ENSP00000285735	urinary system
SERPINF1	ENSP00000254722	urinary system
IGFBP5	ENSP00000233813	urinary system
OXA1L	ENSP00000285848	urinary system
STAT3	ENSP00000264657	urinary system
PHB2	ENSP00000382362	urinary system
MMP2	ENSP00000219070	urinary system
ZFP36L1	ENSP00000337386	urinary system
CYR61	ENSP00000398736	urinary system
PSMB4	ENSP00000290541	urinary system
TLN1	ENSP00000316029	urinary system
GPX3	ENSP00000373477	urinary system
CD24	ENSP00000372291	urinary system
IGFBP4	ENSP00000269593	urinary system
JUN	ENSP00000360266	urinary system
C1S	ENSP00000328173	urinary system
SOD2	ENSP00000337127	urinary system
NR4A1	ENSP00000243050	urinary system
ATP5O	ENSP00000290299	urinary system
RPL36AL	ENSP00000346012	urinary system
PTP4A2	ENSP00000344909	urinary system
KTN1	ENSP00000348562	urinary system
GDI2	ENSP00000369538	urinary system
RAP1B	ENSP00000250559	urinary system
RPL22	ENSP00000346088	urinary system
SMARCA5	ENSP00000283131	urinary system
SFPQ	ENSP00000349748	urinary system
TRIM28	ENSP00000253024	urinary system
TPM3	ENSP00000357513	urinary system
HLA-E	ENSP00000373091+ENSP00000390707+ENSP00000401279+ENSP00000402694	urinary system
MSN	ENSP00000353408	urinary system
ATP1B1	ENSP00000356789	urinary system
NDRG2	ENSP00000298687	urinary system
ATP5H	ENSP00000301587	urinary system
NDUFS5	ENSP00000362058	urinary system
DBI	ENSP00000311117	urinary system
ATPIF1	ENSP00000335203	urinary system
ATP5I	ENSP00000306003	urinary system
TCEB2	ENSP00000262306	urinary system
AKAP1	ENSP00000337736	urinary system
CDK9	ENSP00000362361	urinary system
ALYREF	ENSP00000331817	urinary system
MDM2	ENSP00000417281	urinary system
FAM103A1	ENSP00000307181	urinary system
FUS	ENSP00000254108	urinary system
TRAP1	ENSP00000246957	urinary system
SRSF6	ENSP00000244020	urinary system
LMNA	ENSP00000357283	urinary system
HNRNPL	ENSP00000221419	urinary system
HNRNPC	ENSP00000319690	urinary system
TOMM20	ENSP00000355566	urinary system
SF3A1	ENSP00000215793	urinary system
HIST3H3	ENSP00000355657	urinary system
HDAC2	ENSP00000381331	urinary system
HEXIM1	ENSP00000328773	urinary system
CHAMP1	ENSP00000354730	urinary system
PPP1R8	ENSP00000311677	urinary system
SCAF8	ENSP00000356146	urinary system
PAPD7	ENSP00000230859	urinary system
UBTF	ENSP00000302640	urinary system
ZC3H18	ENSP00000301011	urinary system
COPS5	ENSP00000350512	urinary system
C17ORF49	ENSP00000411851	urinary system
SERBP1	ENSP00000360034	urinary system
CMTM2	ENSP00000268595	urinary system
HMGB1	ENSP00000343040	urinary system
RPL10	ENSP00000341730	urinary system
RAB7A	ENSP00000265062	urinary system
GOLGB1	ENSP00000341848	urinary system
HNRNPA2B1	ENSP00000346694	urinary system
HNRNPK	ENSP00000365439	urinary system
NCL	ENSP00000318195	urinary system
HNRNPM	ENSP00000325376	urinary system
HSPA9	ENSP00000297185	urinary system
KARS	ENSP00000325448	urinary system
C1GALT1	ENSP00000223122	urinary system
GTF2I	ENSP00000322542	urinary system
MRPS22	ENSP00000310785	urinary system
NAE1	ENSP00000290810	urinary system
RBM8A	ENSP00000333001	urinary system
PDZD9	ENSP00000286143	urinary system
MAP7	ENSP00000346581	urinary system
DNPEP	ENSP00000273075	urinary system
POLD1	ENSP00000262266	urinary system
PPM1G	ENSP00000264714	urinary system
NDUFA8	ENSP00000362873	urinary system
GCDH	ENSP00000222214	urinary system
ME2	ENSP00000321070	urinary system
KIAA0753	ENSP00000355250	urinary system
KRT19	ENSP00000355124	urinary system
MYO5B	ENSP00000285039	urinary system
FKBP8	ENSP00000222308	urinary system
PNISR	ENSP00000358242	urinary system
PNN	ENSP00000216832	urinary system
POLR2A	ENSP00000314949	urinary system
LENG8	ENSP00000318374	urinary system
ERP29	ENSP00000261735	urinary system
PDS5B	ENSP00000313851	urinary system
TMEM87A	ENSP00000374484	urinary system
ITM2C	ENSP00000322730	urinary system
VAMP8	ENSP00000263864	urinary system
CALM1	ENSP00000349467	urinary system
CLU	ENSP00000315130	urinary system
EIF4A2	ENSP00000326381	urinary system
SPARCL1	ENSP00000282470	urinary system
CRYAB	ENSP00000227251	urinary system
NGFRAP1	ENSP00000361718	urinary system
PEBP1	ENSP00000261313	urinary system
RTN3	ENSP00000344106	urinary system
CALM3	ENSP00000291295	urinary system
SEPT7	ENSP00000381992	urinary system
SERINC1	ENSP00000342962	urinary system
MATR3	ENSP00000354346	urinary system
SARAF	ENSP00000256255	urinary system
SKP1	ENSP00000231487	urinary system
MDH1	ENSP00000233114	urinary system
SOD1	ENSP00000270142	urinary system
MIF	ENSP00000215754	urinary system
MORF4L2	ENSP00000341966	urinary system
