GeneSym	EnsembleID	Tissue/Cell Type
PTBP1	ENSP00000349428	fetus
GLO1	ENSP00000362463	fetus
TPD52L2	ENSP00000217121	fetus
PSME3	ENSP00000293362	fetus
SLC2A1	ENSP00000416293	fetus
BCAP31	ENSP00000392330	fetus
CCT6A	ENSP00000275603	fetus
EIF3I	ENSP00000362688	fetus
SNRPB	ENSP00000412566	fetus
IMPDH2	ENSP00000321584	fetus
FDPS	ENSP00000349078	fetus
NCOA1	ENSP00000320940	fetus
TM9SF3	ENSP00000360184	fetus
ADIPOR1	ENSP00000341785	fetus
PTP4A1	ENSP00000359685	fetus
MMADHC	ENSP00000301920	fetus
PSMA4	ENSP00000044462	fetus
RARS	ENSP00000231572	fetus
FBLN5	ENSP00000345008	fetus
SMTN	ENSP00000351593	fetus
SRSF7	ENSP00000325905	fetus
TMEM43	ENSP00000303992	fetus
ASS1	ENSP00000253004	fetus
ARPC1A	ENSP00000252725	fetus
PRMT5	ENSP00000319169	fetus
PLOD3	ENSP00000223127	fetus
QSOX1	ENSP00000356574	fetus
ELAC2	ENSP00000337445	fetus
SLC25A39	ENSP00000366299	fetus
PUF60	ENSP00000322016	fetus
CAPRIN1	ENSP00000340329	fetus
COPZ1	ENSP00000262061	fetus
TARS	ENSP00000265112	fetus
CCND1	ENSP00000227507	fetus
PDIA6	ENSP00000272227	fetus
DAP	ENSP00000230895	fetus
ERGIC3	ENSP00000349970	fetus
DDOST	ENSP00000364188	fetus
RPN2	ENSP00000237530	fetus
SAMD4B	ENSP00000317224	fetus
SNRPN	ENSP00000336543	fetus
TMED2	ENSP00000262225	fetus
SERF2	ENSP00000249786	fetus
CCDC39	ENSP00000405708	fetus
FAM195A	ENSP00000305138	fetus
NPAS2	ENSP00000338283	fetus
LY6G5B	ENSP00000365024	fetus
CRTAP	ENSP00000323696	fetus
GANAB	ENSP00000340466	fetus
HLA-DRB1	ENSP00000382599	fetus
IGHV1-69	ENSP00000375042	fetus
SMARCA4	ENSP00000350720	fetus
HERPUD1	ENSP00000300302	fetus
USP1	ENSP00000343526	fetus
HLA-DQA1	ENSP00000409127	fetus
HEXA	ENSP00000268097	fetus
TICAM2	ENSP00000386341	fetus
CNDP2	ENSP00000325548	fetus
UROD	ENSP00000246337	fetus
OAT	ENSP00000357838	fetus
ANXA11	ENSP00000265447	fetus
PIGT	ENSP00000279036	fetus
HP	ENSP00000348170	fetus
HADHB	ENSP00000325136	fetus
IDH2	ENSP00000331897	fetus
COPE	ENSP00000262812	fetus
DNAJB6	ENSP00000262177	fetus
GPS1	ENSP00000347251	fetus
ZYX	ENSP00000324422	fetus
FLII	ENSP00000324573	fetus
EIF3B	ENSP00000354125	fetus
SZRD1	ENSP00000383866	fetus
ZFAND5	ENSP00000237937	fetus
KDELR1	ENSP00000329471	fetus
PHB	ENSP00000300408	fetus
TUFM	ENSP00000322439	fetus
PTRF	ENSP00000349541	fetus
EIF3D	ENSP00000216190	fetus
NDUFV1	ENSP00000322450	fetus
IDH3B	ENSP00000370223	fetus
RNF10	ENSP00000322242	fetus
SRSF2	ENSP00000350877	fetus
EIF4G1	ENSP00000316879	fetus
RBM6	ENSP00000266022	fetus
ENG	ENSP00000362299	fetus
SDHA	ENSP00000264932	fetus
GRHPR	ENSP00000313432	fetus
PSMC3	ENSP00000298852	fetus
JUP	ENSP00000311113	fetus
TIMMDC1	ENSP00000418803	fetus
PDHA1	ENSP00000394382	fetus
CAST	ENSP00000379158	fetus
PRDX6	ENSP00000342026	fetus
UGP2	ENSP00000338703	fetus
PDLIM1	ENSP00000360305	fetus
CTSA	ENSP00000361562	fetus
PLIN2	ENSP00000276914	fetus
ARRDC3	ENSP00000265138	fetus
ITGA5	ENSP00000293379	fetus
PCNP	ENSP00000265260	fetus
CTNND1	ENSP00000382004	fetus
RAB14	ENSP00000362946	fetus
SIGLEC14	ENSP00000415200	fetus
TMSB15A	ENSP00000289373	fetus
VAPA	ENSP00000345656	fetus
SH3BGRL	ENSP00000362308	fetus
B3GNT1	ENSP00000305595	fetus
RAB5A	ENSP00000273047	fetus
EFHD1	ENSP00000264059	fetus
TBC1D22A	ENSP00000336724	fetus
CGGBP1	ENSP00000381428	fetus
SCOC	ENSP00000345262	fetus
TOM1	ENSP00000413697	fetus
GBA	ENSP00000314508	fetus
GNPDA1	ENSP00000311876	fetus
SUMF2	ENSP00000401212	fetus
PES1	ENSP00000346725	fetus
TWF1	ENSP00000321058	fetus
PGRMC2	ENSP00000377817	fetus
REEP5	ENSP00000368959	fetus
SLC7A8	ENSP00000320378	fetus
WASL	ENSP00000223023	fetus
PELO	ENSP00000274311	fetus
HECTD1	ENSP00000382269	fetus
HSPA2	ENSP00000247207	fetus
PLEKHB2	ENSP00000385892	fetus
SETD3	ENSP00000327436	fetus
SUB1	ENSP00000265073	fetus
ACAA1	ENSP00000333664	fetus
ADAM15	ENSP00000349436	fetus
LRP10	ENSP00000352601	fetus
SMAD3	ENSP00000332973	fetus
MYADM	ENSP00000337222	fetus
SEC13	ENSP00000312122	fetus
COMT	ENSP00000354511	fetus
PSMB5	ENSP00000355325	fetus
MGLL	ENSP00000265052	fetus
SLC1A5	ENSP00000303623	fetus
GNB2	ENSP00000305260	fetus
ITGB5	ENSP00000296181	fetus
NEU1	ENSP00000408957	fetus
PMM2	ENSP00000268261	fetus
LIMA1	ENSP00000378400	fetus
MED1	ENSP00000300651	fetus
HEXB	ENSP00000261416	fetus
B4GALT4	ENSP00000352144	fetus
CLN3	ENSP00000353073	fetus
TBC1D1	ENSP00000261439	fetus
HIBADH	ENSP00000265395	fetus
LGR4	ENSP00000368516	fetus
SPATA13	ENSP00000371527	fetus
ECHDC1	ENSP00000357278	fetus
MACROD1	ENSP00000255681	fetus
LOXL2	ENSP00000373783	fetus
NT5E	ENSP00000257770	fetus
WWTR1	ENSP00000353847	fetus
C4ORF3	ENSP00000382026	fetus
EPS8L2	ENSP00000320828	fetus
ZBTB1	ENSP00000378201	fetus
NRP1	ENSP00000265371	fetus
FUT6	ENSP00000286955	fetus
COL4A1	ENSP00000364979	fetus
VCAN	ENSP00000265077	fetus
GLRX	ENSP00000237858	fetus
PEPD	ENSP00000244137	fetus
ANXA4	ENSP00000377833	fetus
HPGD	ENSP00000296522	fetus
ASAH1	ENSP00000371152	fetus
SQSTM1	ENSP00000374455	fetus
PRDX3	ENSP00000298510	fetus
TIMP3	ENSP00000266085	fetus
FHL1	ENSP00000359724	fetus
TMBIM1	ENSP00000258412	fetus
CTNNA1	ENSP00000304669	fetus
TMED10	ENSP00000303145	fetus
GPNMB	ENSP00000371420	fetus
TGM2	ENSP00000355330	fetus
EZR	ENSP00000338934	fetus
HLA-A	ENSP00000388526	fetus
SLC3A2	ENSP00000367124	fetus
RBMX	ENSP00000359645	fetus
TM4SF1	ENSP00000304277	fetus
LGMN	ENSP00000334052	fetus
BCAR1	ENSP00000162330	fetus
LRRC75A	ENSP00000419502	fetus
TMEM189	ENSP00000340305	fetus
TXNDC5	ENSP00000369081	fetus
DRAP1	ENSP00000307850	fetus
CCNI2	ENSP00000368005	fetus
NACA	ENSP00000403817	fetus
PTTG1IP	ENSP00000328325	fetus
SERP1	ENSP00000239944	fetus
RPS10	ENSP00000347271	fetus
TACC2	ENSP00000334280	fetus
RFPL4A	ENSP00000392936	fetus
SUMO2	ENSP00000405965	fetus
BGN	ENSP00000327336	fetus
CALU	ENSP00000249364	fetus
SERPINH1	ENSP00000350894	fetus
DNAJB1	ENSP00000254322	fetus
IGFBP3	ENSP00000370473	fetus
TIMP2	ENSP00000262768	fetus
SERPING1	ENSP00000278407	fetus
ACP1	ENSP00000272065	fetus
ARCN1	ENSP00000264028	fetus
DNAJA1	ENSP00000369127	fetus
RAB1A	ENSP00000387286	fetus
DYNC1I2	ENSP00000380308	fetus
TAX1BP1	ENSP00000379612	fetus
LAP3	ENSP00000226299	fetus
TMEM30A	ENSP00000359067	fetus
OAZ2	ENSP00000385120	fetus
C11ORF58	ENSP00000228136	fetus
NRBP1	ENSP00000233557	fetus
PSMC2	ENSP00000292644	fetus
NUCKS1	ENSP00000356110	fetus
SERPINA3	ENSP00000261981	fetus
STRAP	ENSP00000392270	fetus
MGEA5	ENSP00000354850	fetus
NARS	ENSP00000256854	fetus
RAD21	ENSP00000297338	fetus
RBBP7	ENSP00000369427	fetus
SNORA29	ENSP00000317334	fetus
ANP32A	ENSP00000417864	fetus
CNN3	ENSP00000359225	fetus
THY1	ENSP00000284240	fetus
ATP6V1E1	ENSP00000253413	fetus
PSMC1	ENSP00000261303	fetus
C14ORF166	ENSP00000261700	fetus
HNRNPR	ENSP00000363745	fetus
MORF4	ENSP00000331310	fetus
IK	ENSP00000396301	fetus
PPP1CB	ENSP00000296122	fetus
UBE2D3	ENSP00000349722	fetus
RAB2A	ENSP00000262646	fetus
SET	ENSP00000361777	fetus
C1QBP	ENSP00000225698	fetus
CAPZA2	ENSP00000354947	fetus
LUC7L2	ENSP00000347005	fetus
PSMB6	ENSP00000270586	fetus
CD99	ENSP00000370588	fetus
STOM	ENSP00000286713	fetus
HNRNPD	ENSP00000313199	fetus
YPEL5	ENSP00000261353	fetus
HNRNPU	ENSP00000283179	fetus
KPNB1	ENSP00000290158	fetus
CLIC4	ENSP00000363500	fetus
EMP1	ENSP00000256951	fetus
EHD2	ENSP00000263277	fetus
ARF4	ENSP00000306010	fetus
SEP15	ENSP00000328729	fetus
EIF3M	ENSP00000319910	fetus
NPC2	ENSP00000238633	fetus
CD164	ENSP00000309376	fetus
XBP1	ENSP00000216037	fetus
SSR4	ENSP00000317331	fetus
MYLK	ENSP00000353452	fetus
TAGLN2	ENSP00000357075	fetus
STK24	ENSP00000365730	fetus
SCP2	ENSP00000360569	fetus
VASP	ENSP00000245932	fetus
ARPC5	ENSP00000352918	fetus
CNN2	ENSP00000263097	fetus
WARS	ENSP00000347495	fetus
CAPZA1	ENSP00000263168	fetus
DUSP6	ENSP00000279488	fetus
RBM3	ENSP00000365946	fetus
CTSC	ENSP00000227266	fetus
VMP1	ENSP00000262291	fetus
CD44	ENSP00000278385	fetus
MAT2A	ENSP00000303147	fetus
SDCBP	ENSP00000260130	fetus
ZNF207	ENSP00000378165	fetus
CD46	ENSP00000313875	fetus
SLC40A1	ENSP00000261024	fetus
LAMP2	ENSP00000408411	fetus
TMEM123	ENSP00000381204	fetus
MVP	ENSP00000349977	fetus
CD4	ENSP00000011653	fetus
CD97	ENSP00000242786	fetus
MPP1	ENSP00000358547	fetus
PICALM	ENSP00000342095	fetus
CD55	ENSP00000316333	fetus
RNASE9	ENSP00000340162	fetus
FMOD	ENSP00000347041	fetus
COL4A2	ENSP00000353654	fetus
CTSL	ENSP00000345344	fetus
TGFBR2	ENSP00000351905	fetus
CREG1	ENSP00000359540	fetus
ETS2	ENSP00000353344	fetus
HYAL2	ENSP00000350387	fetus
IFNGR1	ENSP00000356713	fetus
SCAF11	ENSP00000358374	fetus
SRSF4	ENSP00000362900	fetus
GIMAP4	ENSP00000255945	fetus
DNAJB11	ENSP00000265028	fetus
HBG1	ENSP00000327431	fetus
HBG2	ENSP00000338082	fetus
GSDMD	ENSP00000262580	fetus
PNP	ENSP00000354532	fetus
ID3	ENSP00000363689	fetus
TSPAN13	ENSP00000262067	fetus
C7	ENSP00000322061	fetus
PALLD	ENSP00000261509	fetus
SNX3	ENSP00000230085	fetus
PLTP	ENSP00000361508	fetus
FBLN1	ENSP00000331544	fetus
MFAP4	ENSP00000299610	fetus
CXCL14	ENSP00000337065	fetus
SEPT11	ENSP00000264893	fetus
DAB2	ENSP00000313391	fetus
RCAN1	ENSP00000320768	fetus
SIL1	ENSP00000265195	fetus
CAV1	ENSP00000339191	fetus
HIF1A	ENSP00000338018	fetus
PLS3	ENSP00000348163	fetus
FDFT1	ENSP00000220584	fetus
SPINT2	ENSP00000301244+ENSP00000396920	fetus
KRT14	ENSP00000167586	fetus
KRT6A	ENSP00000369317	fetus
TUBB6	ENSP00000318697	fetus
KRT17	ENSP00000308452	fetus
PAM	ENSP00000306100	fetus
ARID1A	ENSP00000320485	fetus
TOP2B	ENSP00000396704	fetus
GOLGA4	ENSP00000354486	fetus
HUWE1	ENSP00000262854	fetus
PSMD1	ENSP00000309474	fetus
UPF1	ENSP00000262803	fetus
SYMPK	ENSP00000245934	fetus
COL14A1	ENSP00000297848	fetus
CLNS1A	ENSP00000263309	fetus
CMTM1	ENSP00000368814	fetus
TUBB2A	ENSP00000369703	fetus
C14ORF2	ENSP00000401770	fetus
LPL	ENSP00000309757	fetus
FHL2	ENSP00000322909	fetus
RABGAP1L	ENSP00000251507	fetus
ABCD1	ENSP00000218104	fetus
ZFAT	ENSP00000367069	fetus
FURIN	ENSP00000268171	fetus
IGFBP1	ENSP00000275525	fetus
TRAM2	ENSP00000182527	fetus
C2	ENSP00000372853	fetus
CASP4	ENSP00000388566	fetus
TFPI	ENSP00000233156	fetus
TYMP	ENSP00000252029	fetus
CREB3L2	ENSP00000329140	fetus
PAPSS2	ENSP00000406157	fetus
DKK1	ENSP00000363081	fetus
PKP3	ENSP00000331678	fetus
LRRFIP1	ENSP00000375857	fetus
SDC1	ENSP00000254351	fetus
UPP1	ENSP00000330032	fetus
CYTH4	ENSP00000248901	fetus
HSD3B1	ENSP00000358421	fetus
HSD3B2	ENSP00000358424	fetus
TBX3	ENSP00000257566	fetus
ADAMTSL4	ENSP00000271643	fetus
ADCY7	ENSP00000254235	fetus
YAE1D1	ENSP00000223273	fetus
DEPDC1B	ENSP00000265036	fetus
FER1L4	ENSP00000400398	fetus
IDO1	ENSP00000253513	fetus
LNPEP	ENSP00000231368	fetus
CCNE1	ENSP00000262643	fetus
LPAR6	ENSP00000344353	fetus
XAGE3	ENSP00000303061	fetus
WIPI1	ENSP00000262139	fetus
CRH	ENSP00000276571	fetus
LRAT	ENSP00000337224	fetus
GUCY1A2	ENSP00000344874	fetus
VGLL3	ENSP00000381436	fetus
VGLL1	ENSP00000359668	fetus
EBI3	ENSP00000221847	fetus
C1QTNF6	ENSP00000338812	fetus
ENTPD3	ENSP00000301825	fetus
CHSY1	ENSP00000254190	fetus
FNDC3B	ENSP00000338523	fetus
TRPV6	ENSP00000352358	fetus
TREML2	ENSP00000362200	fetus
IL1RL1	ENSP00000233954	fetus
FCGR2B	ENSP00000351497	fetus
AQPEP	ENSP00000350541	fetus
HAPLN1	ENSP00000274341	fetus
CSF2RA	ENSP00000370935	fetus
TNFAIP8	ENSP00000408534	fetus
TMEM40	ENSP00000264728	fetus
FCGR2C	ENSP00000420811	fetus
HOXA6	ENSP00000222728	fetus
FOXO4	ENSP00000363377	fetus
THSD7A	ENSP00000406482	fetus
CSHL1	ENSP00000309524	fetus
TGFBR3	ENSP00000212355	fetus
AGTR1	ENSP00000273430	fetus
INHBA	ENSP00000242208	fetus
C3AR1	ENSP00000302079	fetus
TCTE1	ENSP00000360560	fetus
TBX5	ENSP00000309913	fetus
INSL4	ENSP00000239316	fetus
INSR	ENSP00000303830	fetus
C1ORF85	ENSP00000354553	fetus
TAC3	ENSP00000300108	fetus
SYDE1	ENSP00000341489	fetus
SVEP1	ENSP00000384917	fetus
STEAP4	ENSP00000369419	fetus
ST3GAL1	ENSP00000318445	fetus
CD274	ENSP00000370989	fetus
SPTLC3	ENSP00000381968	fetus
DCUN1D2	ENSP00000417706	fetus
HES2	ENSP00000367065	fetus
ISM2	ENSP00000341490	fetus
SMAGP	ENSP00000369446	fetus
SLC43A2	ENSP00000301335	fetus
SLC30A2	ENSP00000363394	fetus
CGA	ENSP00000358595	fetus
CGB	ENSP00000349954	fetus
CGB1	ENSP00000301407	fetus
C1QTNF1	ENSP00000340864	fetus
CGB5	ENSP00000301408	fetus
GABRE	ENSP00000359353	fetus
SIGLEC6	ENSP00000375675	fetus
SGK223	ENSP00000330930	fetus
SERPINB9	ENSP00000370074	fetus
SCIN	ENSP00000297029	fetus
KATNBL1	ENSP00000256544	fetus
ROR2	ENSP00000364860	fetus
GATA3	ENSP00000368632	fetus
EXPH5	ENSP00000265843	fetus
RDH13	ENSP00000291892	fetus
ALPP	ENSP00000375881	fetus
RCAN3	ENSP00000363516	fetus
KDELC2	ENSP00000315386	fetus
DLX3	ENSP00000172196	fetus
MAN1C1	ENSP00000363452	fetus
LIN28B	ENSP00000344401	fetus
FAM177B	ENSP00000354070	fetus
PSG9	ENSP00000270077	fetus
PSG8	ENSP00000305005	fetus
PSG7	ENSP00000420828	fetus
PSG6	ENSP00000292125	fetus
PSG5	ENSP00000344413	fetus
PSG4	ENSP00000384770	fetus
PSG3	ENSP00000332215	fetus
PSG2	ENSP00000251275	fetus
PRLR	ENSP00000371432	fetus
HTRA4	ENSP00000305919	fetus
ENDOU	ENSP00000229003	fetus
CYP19A1	ENSP00000260433	fetus
POLR2J2	ENSP00000402065	fetus
HMGB3	ENSP00000359393	fetus
PLAC1	ENSP00000352173	fetus
FAM46A	ENSP00000318298	fetus
GH2	ENSP00000333157	fetus
PKIB	ENSP00000346227	fetus
PITX2	ENSP00000304169	fetus
COLEC12	ENSP00000383115	fetus
PHACTR2	ENSP00000417038	fetus
PGF	ENSP00000238607	fetus
PDIA5	ENSP00000323313	fetus
GJA4	ENSP00000343676	fetus
PCOLCE2	ENSP00000295992	fetus
AREG	ENSP00000264487+ENSP00000370227	fetus
HPSE	ENSP00000308107	fetus
KISS1	ENSP00000356162	fetus
PCDH1	ENSP00000287008	fetus
PAPPA2	ENSP00000356634	fetus
PAGE4	ENSP00000218068	fetus
OPN3	ENSP00000355512	fetus
DNMT3L	ENSP00000270172	fetus
HGF	ENSP00000222390	fetus
NOTUM	ENSP00000387310	fetus
NOTCH3	ENSP00000263388	fetus
EGFL6	ENSP00000355126	fetus
KMO	ENSP00000355517	fetus
EGFL7	ENSP00000307843	fetus
NCOA3	ENSP00000361066	fetus
MUC15	ENSP00000416753	fetus
DIO3	ENSP00000352273	fetus
DPYD	ENSP00000359211	fetus
CPZ	ENSP00000354255	fetus
MS4A4A	ENSP00000338648	fetus
CLEC1A	ENSP00000326407	fetus
CSH1	ENSP00000333268	fetus
MLLT1	ENSP00000252674	fetus
MIER3	ENSP00000370611	fetus
MBTD1	ENSP00000262063	fetus
AHR	ENSP00000242057	fetus
SGPP1	ENSP00000247225	fetus
MFAP5	ENSP00000352455	fetus
CSF2RB	ENSP00000384053	fetus
ALDH3B2	ENSP00000255084	fetus
PRG2	ENSP00000312134	fetus
CDSN	ENSP00000365465	fetus
NCK2	ENSP00000233154	fetus
GJA5	ENSP00000271348	fetus
MAFF	ENSP00000345393	fetus
RBMS2	ENSP00000262031	fetus
PROCR	ENSP00000216968	fetus
TMEM243	ENSP00000257637	fetus
CRIM1	ENSP00000280527	fetus
DNAH8	ENSP00000352312	fetus
TFAP2A	ENSP00000368924	fetus
COL15A1	ENSP00000364140	fetus
NABP1	ENSP00000403683	fetus
GNG11	ENSP00000248564	fetus
TCF21	ENSP00000237316	fetus
TEAD3	ENSP00000345772	fetus
UHRF1BP1	ENSP00000192788	fetus
AIM1	ENSP00000358062	fetus
TMEM2	ENSP00000366266	fetus
AP1M2	ENSP00000250244	fetus
B3GNT3	ENSP00000321874	fetus
TAPBPL	ENSP00000266556	fetus
CAPN6	ENSP00000317214	fetus
HSD17B2	ENSP00000199936	fetus
CTDSP1	ENSP00000273062	fetus
IL1R1	ENSP00000233946	fetus
EPS8L1	ENSP00000201647	fetus
TCHH	ENSP00000357794	fetus
COL9A3	ENSP00000341640	fetus
SERPINB2	ENSP00000299502	fetus
TFPI2	ENSP00000222543	fetus
HMOX1	ENSP00000216117	fetus
LYVE1	ENSP00000256178	fetus
CLIC5	ENSP00000185206	fetus
AOC3	ENSP00000312326	fetus
CRISPLD2	ENSP00000262424	fetus
GAA	ENSP00000305692	fetus
EGFLAM	ENSP00000313084	fetus
FSTL3	ENSP00000166139	fetus
SLC6A2	ENSP00000369237	fetus
PVRL3	ENSP00000418070	fetus
FBLN2	ENSP00000384169	fetus
KRT23	ENSP00000209718	fetus
NLRP2	ENSP00000263437	fetus
MYLIP	ENSP00000349298	fetus
COBLL1	ENSP00000194871	fetus
GATA2	ENSP00000345681	fetus
SIAH1	ENSP00000349156	fetus
SLC30A7	ENSP00000350278	fetus
MBNL3	ENSP00000359890	fetus
LOXL1	ENSP00000261921	fetus
NUP107	ENSP00000229179	fetus
REEP4	ENSP00000303482	fetus
MMP11	ENSP00000215743	fetus
ATP6V1C2	ENSP00000272238	fetus
ADAM12	ENSP00000357668	fetus
ADM	ENSP00000278175	fetus
BET1	ENSP00000222547	fetus
ZDHHC8	ENSP00000334490	fetus
ZNF292	ENSP00000358590	fetus
CD200	ENSP00000420298	fetus
OSGEP	ENSP00000206542	fetus
PDZD2	ENSP00000282493	fetus
HSD17B1	ENSP00000225929	fetus
WDR36	ENSP00000319771	fetus
VSIG4	ENSP00000363869	fetus
USP53	ENSP00000274030	fetus
FLT1	ENSP00000282397	fetus
MED13	ENSP00000380888	fetus
TPST2	ENSP00000339813	fetus
NEK7	ENSP00000356355	fetus
BCAR3	ENSP00000260502	fetus
PGAP3	ENSP00000300658	fetus
C1ORF115	ENSP00000294889	fetus
MAST4	ENSP00000384313	fetus
BZRAP1	ENSP00000345824	fetus
DAPK1	ENSP00000350785	fetus
STX16	ENSP00000360183	fetus
ARRDC1	ENSP00000360475	fetus
IRGQ	ENSP00000300809	fetus
GOLGA5	ENSP00000163416	fetus
GPR126	ENSP00000356581	fetus
HOMER1	ENSP00000334382	fetus
HDHD1	ENSP00000396452	fetus
SLC13A4	ENSP00000297282	fetus
SKP2	ENSP00000274255	fetus
SH3TC2	ENSP00000313025	fetus
NAGA	ENSP00000379680	fetus
EFEMP2	ENSP00000309953	fetus
SEMA7A	ENSP00000261918	fetus
EGFR	ENSP00000275493	fetus
C2ORF72	ENSP00000362743	fetus
RIMKLB	ENSP00000350136	fetus
RAPGEF1	ENSP00000361264	fetus
ANGPT2	ENSP00000314897	fetus
ARHGAP8	ENSP00000337464	fetus
EDNRB	ENSP00000335311	fetus
PLEKHA6	ENSP00000272203	fetus
PLAGL1	ENSP00000346810	fetus
MMRN2	ENSP00000361097	fetus
PAPPA	ENSP00000330658	fetus
AKAP2	ENSP00000363649	fetus
LIFR	ENSP00000263409	fetus
TPPP3	ENSP00000290942	fetus
TIE1	ENSP00000361554	fetus
ESAM	ENSP00000278927	fetus
COMMD7	ENSP00000278980	fetus
GNA14	ENSP00000365807	fetus
PISD	ENSP00000266095	fetus
NFAT5	ENSP00000396538	fetus
CDH5	ENSP00000344115	fetus
FCGR2A	ENSP00000271450	fetus
IFIT3	ENSP00000360876	fetus
ROBO4	ENSP00000304945	fetus
C21ORF33	ENSP00000291577	fetus
DUSP4	ENSP00000240100	fetus
MAGEF1	ENSP00000315064	fetus
EGLN3	ENSP00000250457	fetus
TSPAN14	ENSP00000361229	fetus
TMEM98	ENSP00000261713	fetus
APLNR	ENSP00000257254	fetus
CPVL	ENSP00000265394	fetus
GALT	ENSP00000368119	fetus
IRF9	ENSP00000380073	fetus
ARRB1	ENSP00000377141	fetus
UBE2A	ENSP00000360613	fetus
SLC39A8	ENSP00000349174	fetus
GAD1	ENSP00000350928	fetus
NADSYN1	ENSP00000326424	fetus
ST3GAL4	ENSP00000227495	fetus
OLR1	ENSP00000309124	fetus
FKBP9	ENSP00000242209	fetus
RBMS1	ENSP00000294904	fetus
SLC26A2	ENSP00000286298	fetus
AFF1	ENSP00000305689	fetus
SLC13A3	ENSP00000279027	fetus
TNS3	ENSP00000312143	fetus
ANGPTL4	ENSP00000301455	fetus
NUS1	ENSP00000357480	fetus
CNPY2	ENSP00000273308	fetus
GMFB	ENSP00000350757	fetus
C10ORF54	ENSP00000378409	fetus
SLCO2B1	ENSP00000289575	fetus
MBNL2	ENSP00000267287	fetus
CDO1	ENSP00000250535	fetus
DLK1	ENSP00000340292	fetus
GADD45G	ENSP00000252506	fetus
TUSC3	ENSP00000221167	fetus
SEL1L	ENSP00000337053	fetus
ATP13A3	ENSP00000256031	fetus
CSF1R	ENSP00000286301	fetus
LYPLA2	ENSP00000363638	fetus
ZDHHC16	ENSP00000359891	fetus
CCNDBP1	ENSP00000300213	fetus
TGFB1	ENSP00000221930	fetus
CSNK1E	ENSP00000352929	fetus
PRELID1	ENSP00000302114	fetus
RHOBTB3	ENSP00000369318	fetus
EFNA1	ENSP00000357392	fetus
URM1	ENSP00000412922	fetus
LEPROT	ENSP00000360104	fetus
SNRPC	ENSP00000244520	fetus
MRPL10	ENSP00000324100	fetus
TINF2	ENSP00000267415	fetus
BAGE3	ENSP00000262189	fetus
DVL3	ENSP00000316054	fetus
TGFB1I1	ENSP00000378332	fetus
MESDC2	ENSP00000261758	fetus
PLXND1	ENSP00000317128	fetus
CHMP4B	ENSP00000217402	fetus
PARM1	ENSP00000370224	fetus
HIST1H2AC	ENSP00000321389	fetus
PON2	ENSP00000222572	fetus
ZDHHC20	ENSP00000371905	fetus
ITGB4	ENSP00000200181	fetus
ELOVL1	ENSP00000361536	fetus
CHCHD3	ENSP00000262570	fetus
CLIP1	ENSP00000351665	fetus
FEZ2	ENSP00000368547	fetus
DYSF	ENSP00000386881	fetus
TBC1D17	ENSP00000221543	fetus
CERCAM	ENSP00000313223	fetus
POLR2J	ENSP00000292614	fetus
ENPP2	ENSP00000259486	fetus
SEMA3B	ENSP00000389817	fetus
MICALL1	ENSP00000215957	fetus
ANK3	ENSP00000280772	fetus
CCSAP	ENSP00000284617	fetus
C4A	ENSP00000372815	fetus
CPM	ENSP00000339157	fetus
EXOC6B	ENSP00000272427	fetus
VTI1B	ENSP00000216456	fetus
GNGT1	ENSP00000248572	fetus
HSPB8	ENSP00000281938	fetus
CDK2	ENSP00000266970	fetus
MST4	ENSP00000377867	fetus
KCNN4	ENSP00000262888	fetus
SLC31A2	ENSP00000259392	fetus
ATP6V1B1	ENSP00000234396	fetus
SLC7A7	ENSP00000285850	fetus
TINAGL1	ENSP00000271064	fetus
SLC22A11	ENSP00000301891	fetus
SLC16A4	ENSP00000358794	fetus
DPP4	ENSP00000353731	fetus
SERINC2	ENSP00000362813	fetus
SLC27A2	ENSP00000267842	fetus
GPC3	ENSP00000359854	fetus
TNFSF10	ENSP00000241261	fetus
IMPA2	ENSP00000269159	fetus
DHRS2	ENSP00000344674	fetus
BCAM	ENSP00000270233	fetus
C5ORF58	ENSP00000391317	fetus
EFHB	ENSP00000295824	fetus
MME	ENSP00000353679	fetus
ERBB2	ENSP00000269571	fetus
SPINT1	ENSP00000342098	fetus
PRSS8	ENSP00000319730	fetus
SLC16A3	ENSP00000376150	fetus
GDF15	ENSP00000252809	fetus
HSD11B2	ENSP00000316786	fetus
CLDN4	ENSP00000342445	fetus
KRT8	ENSP00000293308	fetus
KRT7	ENSP00000329243	fetus
CD93	ENSP00000246006	fetus
CDH1	ENSP00000261769	fetus
TRIM25	ENSP00000323889	fetus
F13A1	ENSP00000264870	fetus
FABP4	ENSP00000256104	fetus
CSH2	ENSP00000376623	fetus
CSF3R	ENSP00000342623	fetus
PSG11	ENSP00000319140	fetus
S100P	ENSP00000296370	fetus
FCER1G	ENSP00000289902	fetus
LSP1	ENSP00000308383	fetus
IL2RB	ENSP00000216223	fetus
SPON2	ENSP00000290902	fetus
NOB1	ENSP00000268802	fetus
SLC9A1	ENSP00000263980	fetus
TTC7B	ENSP00000336127	fetus
ALAS2	ENSP00000332369	fetus
CAT	ENSP00000241052	fetus
CD36	ENSP00000308165	fetus
HBA1	ENSP00000322421	fetus
HBB	ENSP00000333994	fetus
SLC7A2	ENSP00000381164	fetus
RAB5B	ENSP00000353444	fetus
BNIP3L	ENSP00000370003	fetus
BRWD1	ENSP00000330753	fetus
STXBP2	ENSP00000221283	fetus
