GeneSym	EnsembleID	GO_anno
PAPD5	ENSP00000396995	organelle
PHF2	ENSP00000352185	organelle
PWP2	ENSP00000291576	organelle
S100A3	ENSP00000357701	organelle
SAPCD2	ENSP00000386348	organelle
SDR9C7	ENSP00000293502	organelle
SPATA2	ENSP00000289431	organelle
SRPK2	ENSP00000377262	organelle
STK35	ENSP00000246032	organelle
STOX1	ENSP00000298596	organelle
TCOF1	ENSP00000406888	organelle
THUMPD3	ENSP00000339532	organelle
TRIM41	ENSP00000320869	organelle
UTP15	ENSP00000296792	organelle
WDR55	ENSP00000351100	organelle
ZC3H15	ENSP00000338788	organelle
ZCCHC7	ENSP00000337839	organelle
ZMYM4	ENSP00000322915	organelle
ZNF146	ENSP00000301233	organelle
ZNF346	ENSP00000350869	organelle
ZNF655	ENSP00000393876	organelle
DIMT1	ENSP00000199320	organelle
DEDD	ENSP00000356985	organelle
CXXC5	ENSP00000302543	organelle
CUTC	ENSP00000359507	organelle
CDV3	ENSP00000264993	organelle
CDCA7L	ENSP00000383986	organelle
CCDC106	ENSP00000309681	organelle
C9ORF3	ENSP00000297979	organelle
BMS1	ENSP00000363642	organelle
ZNF593	ENSP00000363384	organelle
ZNF687	ENSP00000319829	organelle
ZNF506	ENSP00000393835	organelle
ZMAT3	ENSP00000311221	organelle
WDR74	ENSP00000278856	organelle
VCX3B	ENSP00000414780	organelle
VCX3A	ENSP00000370479	organelle
VCX	ENSP00000344144	organelle
UTP6	ENSP00000261708	organelle
UTP3	ENSP00000254803	organelle
UTP18	ENSP00000225298	organelle
USP36	ENSP00000310590	organelle
URB1	ENSP00000372199	organelle
UBLCP1	ENSP00000296786	organelle
TSR1	ENSP00000301364	organelle
TRA2A	ENSP00000297071	organelle
THAP2	ENSP00000310796	organelle
SP110	ENSP00000258381	organelle
SDAD1	ENSP00000348596	organelle
SCAF11	ENSP00000358374	organelle
SAP30L	ENSP00000297109	organelle
RRP36	ENSP00000244496	organelle
RPF1	ENSP00000359688	organelle
REXO4	ENSP00000361010	organelle
RCL1	ENSP00000371169	organelle
RBM4B	ENSP00000310471	organelle
RBM34	ENSP00000355565	organelle
PRRX1	ENSP00000356734	organelle
PNO1	ENSP00000263657	organelle
BRIX1	ENSP00000338862	organelle
NSUN5	ENSP00000388464	organelle
NPM3	ENSP00000359128	organelle
NOVA1	ENSP00000267422	organelle
NOP2	ENSP00000382392	organelle
NOP16	ENSP00000373810	organelle
NOM1	ENSP00000275820	organelle
NOL4	ENSP00000261592	organelle
NLE1	ENSP00000413572	organelle
NFIC	ENSP00000396843	organelle
NEK11	ENSP00000372857	organelle
MRO	ENSP00000397900	organelle
LYAR	ENSP00000345917	organelle
KRI1	ENSP00000320917	organelle
KDM7A	ENSP00000380692	organelle
KATNBL1	ENSP00000256544	organelle
HELQ	ENSP00000295488	organelle
GLTSCR2	ENSP00000246802	organelle
FOXK1	ENSP00000328720	organelle
FOXJ2	ENSP00000162391	organelle
ETV4	ENSP00000321835	organelle
DNTTIP2	ENSP00000352137	organelle
DNTTIP1	ENSP00000361705	organelle
DEDD2	ENSP00000336972	organelle
DDX46	ENSP00000346236	organelle
CHD7	ENSP00000392028	organelle
CCDC86	ENSP00000227520	organelle
DDX18	ENSP00000263239	organelle
DDX21	ENSP00000346120	organelle
DDX24	ENSP00000328690	organelle
DDX47	ENSP00000350698	organelle
DDX52	ENSP00000268854	organelle
DDX54	ENSP00000323858	organelle
DDX56	ENSP00000258772	organelle
EBNA1BP2	ENSP00000236051	organelle
GNL2	ENSP00000362153	organelle
NOL9	ENSP00000366934	organelle
PNKP	ENSP00000323511	organelle
RASL11A	ENSP00000241463	organelle
RSL1D1	ENSP00000379760	organelle
BYSL	ENSP00000230340	organelle
IQSEC1	ENSP00000273221	organelle
RBBP6	ENSP00000317872	organelle
RBM19	ENSP00000261741	organelle
SSRP1	ENSP00000278412	organelle
URB2	ENSP00000258243	organelle
XRN2	ENSP00000366396	organelle
MDN1	ENSP00000358400	organelle
SERGEF	ENSP00000265965	organelle
CDKN2AIP	ENSP00000303788	organelle
SURF6	ENSP00000361092	organelle
AGAP2	ENSP00000328160	organelle
GNL3L	ENSP00000338573	organelle
FEN1	ENSP00000305480	organelle
CHCHD1	ENSP00000361923	organelle
CRY1	ENSP00000008527	organelle
FAM32A	ENSP00000263384	organelle
FTSJ2	ENSP00000242257	organelle
OXR1	ENSP00000402918	organelle
RRP15	ENSP00000355899	organelle
NOL3	ENSP00000268605	organelle
TXNRD1	ENSP00000412045	organelle
PPM1E	ENSP00000312411	organelle
IDH3G	ENSP00000217901	organelle
BHLHE40	ENSP00000256495	organelle
PWP1	ENSP00000258531	organelle
ZNF622	ENSP00000310042	organelle
MDFIC	ENSP00000257724	organelle
GORAB	ENSP00000356737	organelle
TRIM68	ENSP00000300747	organelle
TACC2	ENSP00000334280	organelle
CBFA2T3	ENSP00000268679	organelle
CRACR2A	ENSP00000409382	organelle
GGN	ENSP00000334940	organelle
TRAIP	ENSP00000328203	organelle
GUK1	ENSP00000317659	organelle
MIDN	ENSP00000300952	organelle
PARN	ENSP00000387911	organelle
PRMT2	ENSP00000347906	organelle
OASL	ENSP00000257570	organelle
IP6K1	ENSP00000323780	organelle
NFATC3	ENSP00000300659	organelle
MRI1	ENSP00000040663	organelle
KIAA0020	ENSP00000380982	organelle
RCN2	ENSP00000378349	organelle
ATRIP	ENSP00000323099	organelle
PHF8	ENSP00000338868	organelle
DGCR8	ENSP00000263209	organelle
NUAK1	ENSP00000261402	organelle
ZNF415	ENSP00000243643	organelle
ATXN7	ENSP00000381590	organelle
EHMT2	ENSP00000364687+ENSP00000397323	organelle
HMG20B	ENSP00000328269	organelle
PRDM9	ENSP00000296682	organelle
RAD1	ENSP00000340879	organelle
SUPT16H	ENSP00000216297	organelle
NCAPH2	ENSP00000410088	organelle
SPIDR	ENSP00000297423	organelle
ZBED1	ENSP00000370616	organelle
ZBTB32	ENSP00000262630	organelle
ERCC5	ENSP00000347978	organelle
IP6K2	ENSP00000331103	organelle
GTF2E1	ENSP00000283875	organelle
MCPH1	ENSP00000342924	organelle
DHX15	ENSP00000336741	organelle
RBM28	ENSP00000223073	organelle
IMP3	ENSP00000326981	organelle
IMP4	ENSP00000259239	organelle
FTSJ3	ENSP00000337518	organelle
RRP1	ENSP00000417464	organelle
TBL3	ENSP00000331815	organelle
MPHOSPH10	ENSP00000244230	organelle
ERI1	ENSP00000250263	organelle
HEATR1	ENSP00000355541	organelle
ILF3	ENSP00000404121	organelle
ILF2	ENSP00000355011	organelle
KRR1	ENSP00000229214	organelle
CDC14C	ENSP00000401170	organelle
NOC4L	ENSP00000328854	organelle
RRP12	ENSP00000360031	organelle
FMR1NB	ENSP00000359498	organelle
SNX15	ENSP00000301886	organelle
DMP1	ENSP00000340935	organelle
FGF18	ENSP00000274625	organelle
GNL3	ENSP00000395772	organelle
FGF22	ENSP00000215530	organelle
ARID3A	ENSP00000263620	organelle
CERKL	ENSP00000341159	organelle
VRK1	ENSP00000216639	organelle
ARID5A	ENSP00000350078	organelle
ARNTL2	ENSP00000266503	organelle
PITX1	ENSP00000265340	organelle
SIX1	ENSP00000247182	organelle
RBPJ	ENSP00000345206	organelle
MED27	ENSP00000292035	organelle
MINA	ENSP00000328251	organelle
TLE1	ENSP00000365682	organelle
RBM14	ENSP00000311747	organelle
ELL3	ENSP00000320346	organelle
ERCC6	ENSP00000348089	organelle
MLLT1	ENSP00000252674	organelle
RBBP8	ENSP00000323050	organelle
FANCA	ENSP00000373952	organelle
MPHOSPH6	ENSP00000258169	organelle
SPATS2L	ENSP00000351503	organelle
MYC	ENSP00000367207	organelle
USP28	ENSP00000003302	organelle
RNF111	ENSP00000288199	organelle
WIBG	ENSP00000386156	organelle
C1D	ENSP00000348107	organelle
TOP2A	ENSP00000411532	organelle
RNMT	ENSP00000262173	organelle
DIS3	ENSP00000366997	organelle
EEF1D	ENSP00000391944	organelle
EXOSC1	ENSP00000359939	organelle
EXOSC2	ENSP00000361433	organelle
TOP2B	ENSP00000396704	organelle
EXOSC9	ENSP00000368984	organelle
MYBBP1A	ENSP00000370968	organelle
HIF1A	ENSP00000338018	organelle
PRKDC	ENSP00000313420	organelle
C17ORF70	ENSP00000333283	organelle
NFATC4	ENSP00000388910	organelle
IVNS1ABP	ENSP00000356468	organelle
CORO2A	ENSP00000343746	organelle
ATR	ENSP00000343741	organelle
TOP3A	ENSP00000321636	organelle
SPRTN	ENSP00000295050	organelle
THAP7	ENSP00000215742	organelle
CIR1	ENSP00000339723	organelle
NOC3L	ENSP00000360412	organelle
PSPC1	ENSP00000343966	organelle
SRSF5	ENSP00000377892	organelle
ZC3H14	ENSP00000251038	organelle
ISG20	ENSP00000306565	organelle
RDM1	ENSP00000293273	organelle
NOLC1	ENSP00000359024	organelle
MKNK2	ENSP00000250896	organelle
RPAIN	ENSP00000370606	organelle
SP100	ENSP00000343023	organelle
N4BP1	ENSP00000262384	organelle
NFE2	ENSP00000312436	organelle
TDP2	ENSP00000367440	organelle
COIL	ENSP00000240316	organelle
NONO	ENSP00000276079	organelle
CLK3	ENSP00000391518	organelle
DGKQ	ENSP00000273814	organelle
IFI16	ENSP00000357113	organelle
PHAX	ENSP00000297540	organelle
ADAR	ENSP00000357459	organelle
SNRPA	ENSP00000243563	organelle
SKIV2L2	ENSP00000230640	organelle
SNRPB2	ENSP00000246071	organelle
NHP2L1	ENSP00000215956	organelle
GCFC2	ENSP00000318690	organelle
MOB2	ENSP00000382600	organelle
NFIB	ENSP00000370346	organelle
SRP19	ENSP00000282999	organelle
SRP54	ENSP00000216774	organelle
SRP68	ENSP00000312066	organelle
AKAP8	ENSP00000269701	organelle
FANCD2	ENSP00000287647	organelle
LIG1	ENSP00000263274	organelle
POP1	ENSP00000339529	organelle
POP4	ENSP00000221770	organelle
POP5	ENSP00000350098	organelle
RPP38	ENSP00000367439	organelle
RPP40	ENSP00000369391	organelle
RPP30	ENSP00000389182	organelle
POP7	ENSP00000304353	organelle
SIN3B	ENSP00000369131	organelle
SMCHD1	ENSP00000326603	organelle
DKC1	ENSP00000358563	organelle
NHP2	ENSP00000274606	organelle
WRAP53	ENSP00000324203	organelle
SMNDC1	ENSP00000358605	organelle
GAR1	ENSP00000226796	organelle
NOP56	ENSP00000370589	organelle
NOP58	ENSP00000264279	organelle
BOP1	ENSP00000304151	organelle
WDR12	ENSP00000261015	organelle
CIRH1A	ENSP00000327179	organelle
NOL11	ENSP00000253247	organelle
PES1	ENSP00000346725	organelle
NOP14	ENSP00000315674	organelle
UTP11L	ENSP00000362105	organelle
UTP20	ENSP00000261637	organelle
ACIN1	ENSP00000262710	organelle
CRTC1	ENSP00000345001	organelle
ZBTB16	ENSP00000338157	organelle
TDG	ENSP00000376611	organelle
CASP3	ENSP00000311032	organelle
STAT2	ENSP00000315768	organelle
STAT3	ENSP00000264657	organelle
MAPK10	ENSP00000352157	organelle
PTPN2	ENSP00000311857	organelle
SRPK1	ENSP00000391069	organelle
NRBP1	ENSP00000233557	organelle
FANCG	ENSP00000367910	organelle
MALT1	ENSP00000319279	organelle
MYO16	ENSP00000349145	organelle
NFATC2	ENSP00000379330	organelle
GTF3C1	ENSP00000348510	organelle
PARP1	ENSP00000355759	organelle
TAF1A	ENSP00000327072	organelle
CDC7	ENSP00000234626	organelle
ESRRA	ENSP00000000442	organelle
ZBTB18	ENSP00000351539	organelle
SRA1	ENSP00000337513	organelle
HMGB1	ENSP00000343040	organelle
HMGB2	ENSP00000296503	organelle
TCEB3	ENSP00000395574	organelle
TLE2	ENSP00000262953	organelle
USPL1	ENSP00000255304	organelle
XPA	ENSP00000364270	organelle
BAZ1A	ENSP00000353458	organelle
RSF1	ENSP00000311513	organelle
SMARCA5	ENSP00000283131	organelle
BPTF	ENSP00000307208	organelle
ANAPC1	ENSP00000339109	organelle
ANAPC10	ENSP00000310071	organelle
ANAPC2	ENSP00000314004	organelle
ANAPC4	ENSP00000318775	organelle
UBE2C	ENSP00000348838	organelle
CDC23	ENSP00000378350	organelle
CDC26	ENSP00000363322	organelle
ANAPC7	ENSP00000394394	organelle
ANAPC5	ENSP00000261819	organelle
ANAPC11	ENSP00000349957	organelle
CUL1	ENSP00000326804	organelle
UBE2D1	ENSP00000363019	organelle
UBE2E1	ENSP00000303709	organelle
CUL2	ENSP00000363880	organelle
CCNE1	ENSP00000262643	organelle
CDKN1A	ENSP00000244741	organelle
PRKAB2	ENSP00000254101	organelle
PRKAG2	ENSP00000287878	organelle
PPP2R2A	ENSP00000370113	organelle
PPP2R5D	ENSP00000417963	organelle
PPP2R3B	ENSP00000375080	organelle
PPP3CB	ENSP00000378306	organelle
PPP3R1	ENSP00000234310	organelle
SMURF2	ENSP00000262435	organelle
NCBP1	ENSP00000364289	organelle
NCBP2	ENSP00000326806	organelle
PSMB10	ENSP00000351314	organelle
PSMF1	ENSP00000327704	organelle
PSMC1	ENSP00000261303	organelle
PSMD4	ENSP00000357879	organelle
PSMD9	ENSP00000261817	organelle
PSMD5	ENSP00000210313	organelle
PSME3	ENSP00000293362	organelle
PSMC4	ENSP00000157812	organelle
PSMD10	ENSP00000217958	organelle
RAD23B	ENSP00000350708	organelle
ABCF1	ENSP00000412553+ENSP00000414373	organelle
NR0B1	ENSP00000368253	organelle
FXR1	ENSP00000350170	organelle
ARNTL	ENSP00000374357	organelle
CLOCK	ENSP00000308741	organelle
ATXN2L	ENSP00000326966	organelle
DDX1	ENSP00000233084	organelle
RBM4	ENSP00000309166	organelle
PATL1	ENSP00000300146	organelle
CCRN4L	ENSP00000280614	organelle
KHSRP	ENSP00000381216	organelle
LIN28A	ENSP00000254231	organelle
ZNF66	ENSP00000399849	organelle
LARP4B	ENSP00000326128	organelle
PSMC2	ENSP00000292644	organelle
PSMC3	ENSP00000298852	organelle
PQBP1	ENSP00000365747	organelle
EIF3A	ENSP00000358140	organelle
EIF3L	ENSP00000416892	organelle
APEX1	ENSP00000216714	organelle
ATM	ENSP00000278616	organelle
BRCA2	ENSP00000369497	organelle
CDC20	ENSP00000308450	organelle
CDC25B	ENSP00000245960	organelle
FBXO5	ENSP00000229758	organelle
RPS6KA1	ENSP00000363277	organelle
NUDC	ENSP00000319664	organelle
CDC6	ENSP00000209728	organelle
NEK6	ENSP00000362702	organelle
KIF20A	ENSP00000378356	organelle
CEP85	ENSP00000252992	organelle
KIF20B	ENSP00000260753	organelle
E4F1	ENSP00000301727	organelle
SBDS	ENSP00000246868	organelle
MAD2L1BP	ENSP00000410818	organelle
NSUN2	ENSP00000264670	organelle
SPIN1	ENSP00000365019	organelle
NUSAP1	ENSP00000260359	organelle
POLB	ENSP00000265421	organelle
FIGN	ENSP00000333836	organelle
STAU2	ENSP00000348026	organelle
NIN	ENSP00000245441	organelle
MAD2L2	ENSP00000235310	organelle
CTDP1	ENSP00000299543	organelle
HDAC3	ENSP00000302967	organelle
TBL1X	ENSP00000217964	organelle
TBL1XR1	ENSP00000405574	organelle
NCOR1	ENSP00000268712	organelle
CDC45	ENSP00000263201	organelle
SLAIN2	ENSP00000264313	organelle
ZNF274	ENSP00000409872	organelle
WRN	ENSP00000298139	organelle
TSPYL2	ENSP00000364591	organelle
PCGF5	ENSP00000337500	organelle
RBM39	ENSP00000253363	organelle
SNORA25	ENSP00000314971	organelle
ELL2	ENSP00000237853	organelle
TCEA2	ENSP00000343515	organelle
NUDT21	ENSP00000300291	organelle
SKI	ENSP00000367797	organelle
CCNA1	ENSP00000255465	organelle
MAP2K6	ENSP00000351997	organelle
NR1I3	ENSP00000356959	organelle
CCNB2	ENSP00000288207	organelle
MAPKAPK2	ENSP00000356070	organelle
VHL	ENSP00000256474	organelle
DHX9	ENSP00000356520	organelle
XRCC4	ENSP00000342011	organelle
MASTL	ENSP00000365113	organelle
PLK4	ENSP00000270861	organelle
HAUS7	ENSP00000359239	organelle
KIF18B	ENSP00000341466	organelle
RIF1	ENSP00000243326	organelle
GCK	ENSP00000223366	organelle
SKIL	ENSP00000259119	organelle
TP53INP1	ENSP00000344215	organelle
TP53INP2	ENSP00000363942	organelle
MED28	ENSP00000237380	organelle
NLRP5	ENSP00000375063	organelle
BARD1	ENSP00000260947	organelle
FBXO11	ENSP00000323822	organelle
CRBN	ENSP00000231948	organelle
KLHL7	ENSP00000343273	organelle
TNFAIP1	ENSP00000226225	organelle
FBXW7	ENSP00000281708	organelle
SKP2	ENSP00000274255	organelle
RNF20	ENSP00000373772	organelle
RNF8	ENSP00000362578	organelle
KLHL20	ENSP00000209884	organelle
PYCARD	ENSP00000247470	organelle
FOS	ENSP00000306245	organelle
SKOR1	ENSP00000373654	organelle
STRN3	ENSP00000350071	organelle
ZPR1	ENSP00000227322	organelle
CCND1	ENSP00000227507	organelle
SYMPK	ENSP00000245934	organelle
TJP2	ENSP00000366453	organelle
UBN1	ENSP00000262376	organelle
AEBP2	ENSP00000381840	organelle
EZH1	ENSP00000404658	organelle
PHF19	ENSP00000363003	organelle
MTF2	ENSP00000359321	organelle
ASH2L	ENSP00000340896	organelle
BAGE3	ENSP00000262189	organelle
ZNF335	ENSP00000325326	organelle
KDM6A	ENSP00000367203	organelle
PAXIP1	ENSP00000384048	organelle
KMT2B	ENSP00000222270	organelle
JARID2	ENSP00000341280	organelle
PAGR1	ENSP00000326519	organelle
NCOA6	ENSP00000351894	organelle
STK38	ENSP00000229812	organelle
HDAC9	ENSP00000408617	organelle
C17ORF49	ENSP00000411851	organelle
CHD8	ENSP00000406288	organelle
E2F6	ENSP00000370936	organelle
MGA	ENSP00000219905	organelle
KMT2A	ENSP00000352262	organelle
KMT2E	ENSP00000257745	organelle
KANSL1	ENSP00000262419	organelle
WDR5	ENSP00000351446	organelle
CXXC1	ENSP00000390475	organelle
TEX10	ENSP00000364037	organelle
DPY30	ENSP00000295066	organelle
LAS1L	ENSP00000363944	organelle
PELP1	ENSP00000301396	organelle
RBBP5	ENSP00000264515	organelle
SENP3	ENSP00000314029	organelle
SETD1A	ENSP00000262519	organelle
SETD1B	ENSP00000267197	organelle
WDR82	ENSP00000296490	organelle
MAX	ENSP00000351490	organelle
ATXN7L3	ENSP00000397259	organelle
SUPT20H	ENSP00000218894	organelle
USP22	ENSP00000261497	organelle
SAP130	ENSP00000259235	organelle
SUPT7L	ENSP00000336750	organelle
TADA2B	ENSP00000308022	organelle
TAF6L	ENSP00000294168	organelle
CCDC101	ENSP00000316114	organelle
DR1	ENSP00000359290	organelle
ZZZ3	ENSP00000359837	organelle
ING4	ENSP00000380024	organelle
KANSL1L	ENSP00000281772	organelle
KANSL2	ENSP00000415436	organelle
JADE3	ENSP00000218343	organelle
MSL1	ENSP00000341409	organelle
MSL2	ENSP00000311827	organelle
MSL3	ENSP00000312244	organelle
CSRP2BP	ENSP00000278816	organelle
KAT7	ENSP00000259021	organelle
EP300	ENSP00000263253	organelle
BRD1	ENSP00000216267	organelle
ING5	ENSP00000322142	organelle
BRPF1	ENSP00000373340	organelle
BRPF3	ENSP00000350267	organelle
EPC2	ENSP00000258484	organelle
MRGBP	ENSP00000359518	organelle
YEATS4	ENSP00000247843	organelle
KANSL3	ENSP00000396749	organelle
MBIP	ENSP00000324444	organelle
TADA2A	ENSP00000225396	organelle
JADE1	ENSP00000226319	organelle
TADA1	ENSP00000356848	organelle
NAA10	ENSP00000417763	organelle
NAA15	ENSP00000296543	organelle
BMI1	ENSP00000365851	organelle
CBX4	ENSP00000269397	organelle
PHC3	ENSP00000309482	organelle
EAF1	ENSP00000380054	organelle
RCHY1	ENSP00000321239	organelle
SPOP	ENSP00000240327	organelle
DCAF7	ENSP00000308344	organelle
ERCC8	ENSP00000265038	organelle
DDB2	ENSP00000256996	organelle
CDK12	ENSP00000398880	organelle
CDK13	ENSP00000181839	organelle
HCFC1	ENSP00000309555	organelle
OGT	ENSP00000362824	organelle
CCNC	ENSP00000358222	organelle
RPRD1A	ENSP00000349955	organelle
RPRD1B	ENSP00000362532	organelle
RPRD2	ENSP00000358064	organelle
POLR2A	ENSP00000314949	organelle
POLR2I	ENSP00000221859	organelle
POLR2J	ENSP00000292614	organelle
ZNF768	ENSP00000369777	organelle
POLR2B	ENSP00000312735	organelle
INTS10	ENSP00000381064	organelle
INTS12	ENSP00000265150	organelle
INTS4	ENSP00000346913	organelle
INTS8	ENSP00000343274	organelle
SHFM1	ENSP00000248566	organelle
INTS9	ENSP00000398208	organelle
INTS3	ENSP00000318641	organelle
CDC73	ENSP00000356405	organelle
LEO1	ENSP00000299601	organelle
PAF1	ENSP00000221265	organelle
ELP4	ENSP00000298937	organelle
INTS6	ENSP00000310260	organelle
INTS7	ENSP00000355961	organelle
INTS1	ENSP00000385722	organelle
INTS2	ENSP00000414237	organelle
INTS5	ENSP00000327889	organelle
ELP2	ENSP00000350967	organelle
ELP3	ENSP00000256398	organelle
IKBKAP	ENSP00000363779	organelle
RPAP2	ENSP00000359368	organelle
RTF1	ENSP00000374280	organelle
CPSF3L	ENSP00000413493	organelle
GTF2F2	ENSP00000340823	organelle
POLR2C	ENSP00000219252	organelle
CCNH	ENSP00000256897	organelle
CDK7	ENSP00000256443	organelle
ERCC3	ENSP00000285398	organelle
GTF2H1	ENSP00000265963	organelle
GTF2H2	ENSP00000274400	organelle
GTF2H3	ENSP00000228955	organelle
GTF2H4	ENSP00000259895+ENSP00000396251	organelle
MNAT1	ENSP00000261245	organelle
GTF2A1	ENSP00000298173	organelle
TBPL1	ENSP00000237264	organelle
GTF2E2	ENSP00000348168	organelle
TAF11	ENSP00000354633	organelle
TAF8	ENSP00000362068	organelle
TAF1L	ENSP00000418379	organelle
TAF3	ENSP00000340271	organelle
TAF7L	ENSP00000361998	organelle
GTF2A2	ENSP00000379372	organelle
GTF2F1	ENSP00000377969	organelle
TAF13	ENSP00000355051	organelle
TAF4B	ENSP00000269142	organelle
CTR9	ENSP00000355013	organelle
WDR61	ENSP00000267973	organelle
CD3EAP	ENSP00000310966	organelle
POLR1A	ENSP00000263857	organelle
POLR1E	ENSP00000367029	organelle
ZNRD1	ENSP00000383503+ENSP00000416599	organelle
TWISTNB	ENSP00000222567	organelle
POLR1C	ENSP00000361465	organelle
POLR1D	ENSP00000302478	organelle
POLR2E	ENSP00000215587	organelle
POLR2K	ENSP00000342889	organelle
POLR2L	ENSP00000324124	organelle
POLR2F	ENSP00000403852	organelle
POLR2H	ENSP00000296223	organelle
POLR3A	ENSP00000361446	organelle
POLR3B	ENSP00000228347	organelle
POLR3C	ENSP00000334564	organelle
POLR3F	ENSP00000366828	organelle
POLR3K	ENSP00000293860	organelle
PPARGC1A	ENSP00000264867	organelle
POLR3E	ENSP00000299853	organelle
POLR3H	ENSP00000347345	organelle
POLR3D	ENSP00000303088	organelle
POLR3G	ENSP00000382058	organelle
POLR3GL	ENSP00000358320	organelle
URI1	ENSP00000376097	organelle
POLR2D	ENSP00000272645	organelle
POLR2G	ENSP00000301788	organelle
GTF2A1L	ENSP00000384597	organelle
ERCC2	ENSP00000375809	organelle
MMS19	ENSP00000359818	organelle
KAT2A	ENSP00000225916	organelle
TADA3	ENSP00000307684	organelle
YEATS2	ENSP00000306983	organelle
SUPT3H	ENSP00000360515	organelle
TAF5L	ENSP00000258281	organelle
TAF12	ENSP00000263974	organelle
TAF2	ENSP00000367406	organelle
TAF9B	ENSP00000339917	organelle
TAF10	ENSP00000299424	organelle
TAF5	ENSP00000358854	organelle
TAF1	ENSP00000276072	organelle
TAF4	ENSP00000252996	organelle
TAF6	ENSP00000344537	organelle
TAF7	ENSP00000312709	organelle
TAF9	ENSP00000217893	organelle
ERCC1	ENSP00000013807	organelle
ERCC4	ENSP00000310520	organelle
TBP	ENSP00000230354	organelle
IKBKE	ENSP00000356087	organelle
IRF7	ENSP00000329411	organelle
MAP3K7	ENSP00000358335	organelle
ACD	ENSP00000377496	organelle
POT1	ENSP00000350249	organelle
TERF2IP	ENSP00000300086	organelle
TINF2	ENSP00000267415	organelle
CTC1	ENSP00000313759	organelle
OBFC1	ENSP00000224950	organelle
TERF2	ENSP00000254942	organelle
TERF1	ENSP00000276603	organelle
TERT	ENSP00000309572	organelle
XRCC5	ENSP00000329528	organelle
XRCC6	ENSP00000352257	organelle
NBN	ENSP00000265433	organelle
RAD50	ENSP00000265335	organelle
NSMCE2	ENSP00000287437	organelle
SMC5	ENSP00000354957	organelle
SMC6	ENSP00000323439	organelle
ACTL6B	ENSP00000160382	organelle
ARID1A	ENSP00000320485	organelle
SMARCC2	ENSP00000267064	organelle
SMARCD3	ENSP00000262188	organelle
SMARCE1	ENSP00000323967	organelle
SMARCA2	ENSP00000265773	organelle
SMARCB1	ENSP00000263121	organelle
SMARCC1	ENSP00000254480	organelle
SMARCD2	ENSP00000392617	organelle
SMARCA4	ENSP00000350720	organelle
ACTR5	ENSP00000243903	organelle
ACTR8	ENSP00000336842	organelle
NFRKB	ENSP00000400476	organelle
INO80E	ENSP00000303977	organelle
UCHL5	ENSP00000356425	organelle
INO80B	ENSP00000233331	organelle
YY1	ENSP00000262238	organelle
INO80	ENSP00000355205	organelle
TFPT	ENSP00000344343	organelle
INO80C	ENSP00000391457	organelle
MCRS1	ENSP00000349640	organelle
ANP32E	ENSP00000324074	organelle
AFF4	ENSP00000265343	organelle
CDKN2A	ENSP00000355153	organelle
EXOSC10	ENSP00000366135	organelle
EXOSC3	ENSP00000323046	organelle
EXOSC4	ENSP00000315476	organelle
EXOSC5	ENSP00000221233	organelle
RRP1B	ENSP00000339145	organelle
BAZ2A	ENSP00000368754	organelle
RRP8	ENSP00000254605	organelle
ALKBH1	ENSP00000216489	organelle
TRIM24	ENSP00000340507	organelle
AR	ENSP00000363822	organelle
NASP	ENSP00000345532	organelle
IPO4	ENSP00000346453	organelle
CHAF1A	ENSP00000301280	organelle
CHAF1B	ENSP00000315700	organelle
ASF1A	ENSP00000229595	organelle
NR1H3	ENSP00000342470	organelle
RXRA	ENSP00000419692	organelle
ASF1B	ENSP00000263382	organelle
GATAD2B	ENSP00000357644	organelle
FOXD3	ENSP00000360157	organelle
GABPA	ENSP00000346886	organelle
H1FNT	ENSP00000334805	organelle
KDM4C	ENSP00000370710	organelle
KLF1	ENSP00000264834	organelle
MIXL1	ENSP00000355775	organelle
PHOX2A	ENSP00000298231	organelle
PHOX2B	ENSP00000226382	organelle
SCRT2	ENSP00000246104	organelle
SETD3	ENSP00000327436	organelle
SOX18	ENSP00000341815	organelle
SPI1	ENSP00000227163	organelle
TIMELESS	ENSP00000229201	organelle
USP3	ENSP00000369681	organelle
WBP2	ENSP00000254806	organelle
CALCOCO1	ENSP00000262059	organelle
SRF	ENSP00000265354	organelle
T	ENSP00000296946	organelle
SNAI2	ENSP00000020945	organelle
RUNX3	ENSP00000343477	organelle
POGZ	ENSP00000271715	organelle
PAX6	ENSP00000368401	organelle
DLX5	ENSP00000222598	organelle
CITED2	ENSP00000356623	organelle
MEF2A	ENSP00000346389	organelle
GATA3	ENSP00000368632	organelle
KDM2A	ENSP00000384903	organelle
SFR1	ENSP00000358742	organelle
SWI5	ENSP00000316609	organelle
DFFA	ENSP00000366237	organelle
DFFB	ENSP00000367454	organelle
IRF1	ENSP00000245414	organelle
KLHDC3	ENSP00000313995	organelle
TIPIN	ENSP00000261881	organelle
NPM2	ENSP00000289820	organelle
DNMT3B	ENSP00000328547	organelle
SUV39H2	ENSP00000319208	organelle
EME1	ENSP00000339897	organelle
FOXC1	ENSP00000370256	organelle
UHRF2	ENSP00000276893	organelle
ZFP57	ENSP00000411069+ENSP00000412932	organelle
NR1H4	ENSP00000315442	organelle
TRIM28	ENSP00000253024	organelle
CREB1	ENSP00000387699	organelle
HAND2	ENSP00000352565	organelle
KDM1A	ENSP00000349049	organelle
KLF4	ENSP00000363804	organelle
LDB1	ENSP00000392466	organelle
