GeneSym	EnsembleID	GO_anno
MYH2	ENSP00000245503	actin cytoskeleton
FHL2	ENSP00000322909	actin cytoskeleton
SYNPO2	ENSP00000306015	actin cytoskeleton
FHL3	ENSP00000362107	actin cytoskeleton
MYH6	ENSP00000348634	actin cytoskeleton
MYH7	ENSP00000347507	actin cytoskeleton
PALLD	ENSP00000261509	actin cytoskeleton
PGM5	ENSP00000379678	actin cytoskeleton
FSCN2	ENSP00000334665	actin cytoskeleton
LLGL1	ENSP00000321537	actin cytoskeleton
OPHN1	ENSP00000347710	actin cytoskeleton
DBNL	ENSP00000407950	actin cytoskeleton
ADD1	ENSP00000264758	actin cytoskeleton
SRCIN1	ENSP00000264659	actin cytoskeleton
PDLIM5	ENSP00000321746	actin cytoskeleton
KLHL17	ENSP00000343930	actin cytoskeleton
SYNPO	ENSP00000302139	actin cytoskeleton
ARC	ENSP00000349022	actin cytoskeleton
ARHGAP32	ENSP00000310561	actin cytoskeleton
SNCA	ENSP00000338345	actin cytoskeleton
RAB5A	ENSP00000273047	actin cytoskeleton
BIN1	ENSP00000316779	actin cytoskeleton
SCNN1A	ENSP00000228916	actin cytoskeleton
SPTBN5	ENSP00000317790	actin cytoskeleton
CASK	ENSP00000367408	actin cytoskeleton
MYO7A	ENSP00000386331	actin cytoskeleton
MYRIP	ENSP00000301972	actin cytoskeleton
AIF1	ENSP00000365227+ENSP00000393996	actin cytoskeleton
DDX58	ENSP00000369213	actin cytoskeleton
IFIT5	ENSP00000360860	actin cytoskeleton
FERMT1	ENSP00000217289	actin cytoskeleton
TWF1	ENSP00000321058	actin cytoskeleton
VASP	ENSP00000245932	actin cytoskeleton
TPM1	ENSP00000267996	actin cytoskeleton
TRPV4	ENSP00000261740	actin cytoskeleton
APC2	ENSP00000233607	actin cytoskeleton
DMTN	ENSP00000265800	actin cytoskeleton
NF2	ENSP00000344666	actin cytoskeleton
PPP1R9B	ENSP00000320510	actin cytoskeleton
CTNNA2	ENSP00000355398	actin cytoskeleton
MPRIP	ENSP00000379156	actin cytoskeleton
PEAK1	ENSP00000309230	actin cytoskeleton
TRIOBP	ENSP00000384312	actin cytoskeleton
CDC42EP1	ENSP00000249014	actin cytoskeleton
CORO1C	ENSP00000261401	actin cytoskeleton
ZNF185	ENSP00000359291	actin cytoskeleton
PARVA	ENSP00000334008	actin cytoskeleton
CTNNA3	ENSP00000362849	actin cytoskeleton
TLN2	ENSP00000303476	actin cytoskeleton
CTNNA1	ENSP00000304669	actin cytoskeleton
SNAP25	ENSP00000254976	actin cytoskeleton
ADAM17	ENSP00000309968	actin cytoskeleton
SCNN1D	ENSP00000321594	actin cytoskeleton
NPFFR2	ENSP00000307822	actin cytoskeleton
MST1R	ENSP00000296474	actin cytoskeleton
SLC2A1	ENSP00000416293	actin cytoskeleton
TNNC1	ENSP00000232975	troponin complex
TNNI2	ENSP00000252898	troponin complex
TNNC2	ENSP00000361636	troponin complex
TNNI1	ENSP00000337022	troponin complex
TNNI3	ENSP00000341838	troponin complex
TNNT1	ENSP00000291901	troponin complex
TNNT2	ENSP00000350511	troponin complex
TNNT3	ENSP00000278317	troponin complex
ACTA1	ENSP00000355645	myofilament
TPM3	ENSP00000357513	myofilament
TTN	ENSP00000348444	myofilament
TPM4	ENSP00000345230	myofilament
FHOD3	ENSP00000257209	myofilament
TMOD3	ENSP00000308753	myofilament
TMOD4	ENSP00000295314	myofilament
TPM2	ENSP00000354219	myofilament
TNNC1	ENSP00000232975	myofilament
TNNI2	ENSP00000252898	myofilament
TNNC2	ENSP00000361636	myofilament
TNNI1	ENSP00000337022	myofilament
TNNI3	ENSP00000341838	myofilament
TNNT1	ENSP00000291901	myofilament
TNNT2	ENSP00000350511	myofilament
TNNT3	ENSP00000278317	myofilament
MYBPC3	ENSP00000382193	myofilament
MYOM1	ENSP00000348821	myofilament
TRIM32	ENSP00000363095	myofilament
TPM1	ENSP00000267996	myofilament
ACTA1	ENSP00000355645	striated muscle thin filament
TPM3	ENSP00000357513	striated muscle thin filament
TTN	ENSP00000348444	striated muscle thin filament
TPM4	ENSP00000345230	striated muscle thin filament
FHOD3	ENSP00000257209	striated muscle thin filament
TMOD3	ENSP00000308753	striated muscle thin filament
TMOD4	ENSP00000295314	striated muscle thin filament
TPM2	ENSP00000354219	striated muscle thin filament
TNNC1	ENSP00000232975	striated muscle thin filament
TNNI2	ENSP00000252898	striated muscle thin filament
TNNC2	ENSP00000361636	striated muscle thin filament
TNNI1	ENSP00000337022	striated muscle thin filament
TNNI3	ENSP00000341838	striated muscle thin filament
TNNT1	ENSP00000291901	striated muscle thin filament
TNNT2	ENSP00000350511	striated muscle thin filament
TNNT3	ENSP00000278317	striated muscle thin filament
TPM1	ENSP00000267996	striated muscle thin filament
TPM3	ENSP00000357513	muscle thin filament tropomyosin
TPM4	ENSP00000345230	muscle thin filament tropomyosin
TPM2	ENSP00000354219	muscle thin filament tropomyosin
TPM1	ENSP00000267996	muscle thin filament tropomyosin
FMNL1	ENSP00000329219	bleb
SDF4	ENSP00000353094	bleb
PANX1	ENSP00000227638	bleb
FHOD1	ENSP00000258201	bleb
P2RX7	ENSP00000261826	bleb
TPM1	ENSP00000267996	bleb
ACTA2	ENSP00000224784	smooth muscle contractile fiber
MYH11	ENSP00000379616	smooth muscle contractile fiber
IDO1	ENSP00000253513	smooth muscle contractile fiber
NPNT	ENSP00000369323	smooth muscle contractile fiber
ASPH	ENSP00000368767	cortical endoplasmic reticulum
STIM1	ENSP00000300737	cortical endoplasmic reticulum
KPNB1	ENSP00000290158	endoplasmic reticulum tubular network
RAB18	ENSP00000349415	endoplasmic reticulum tubular network
RAB3GAP1	ENSP00000264158	endoplasmic reticulum tubular network
RAB10	ENSP00000264710	endoplasmic reticulum tubular network
PARP16	ENSP00000261888	endoplasmic reticulum tubular network
ASPH	ENSP00000368767	endoplasmic reticulum tubular network
STIM1	ENSP00000300737	endoplasmic reticulum tubular network
ASPH	ENSP00000368767	sarcoplasmic reticulum lumen
TRDN	ENSP00000381227	sarcoplasmic reticulum lumen
CASQ2	ENSP00000261448	sarcoplasmic reticulum lumen
CASQ1	ENSP00000357058	sarcoplasmic reticulum lumen
HRC	ENSP00000252825	sarcoplasmic reticulum lumen
CASQ1	ENSP00000357058	terminal cisterna lumen
RTN2	ENSP00000245923	terminal cisterna
CASQ1	ENSP00000357058	terminal cisterna
FKBP1A	ENSP00000371138	terminal cisterna
RYR1	ENSP00000352608	terminal cisterna
TMEM38A	ENSP00000187762	sarcoplasmic reticulum membrane
DMPK	ENSP00000345997	sarcoplasmic reticulum membrane
ART1	ENSP00000250693	sarcoplasmic reticulum membrane
ATP2A2	ENSP00000324892	sarcoplasmic reticulum membrane
CHERP	ENSP00000198939	sarcoplasmic reticulum membrane
DHRS7C	ENSP00000327975	sarcoplasmic reticulum membrane
ITPR2	ENSP00000370744	sarcoplasmic reticulum membrane
JPH3	ENSP00000284262	sarcoplasmic reticulum membrane
RYR3	ENSP00000373884	sarcoplasmic reticulum membrane
TMEM38B	ENSP00000363824	sarcoplasmic reticulum membrane
JPH4	ENSP00000348648	sarcoplasmic reticulum membrane
ASPH	ENSP00000368767	sarcoplasmic reticulum membrane
TRDN	ENSP00000381227	sarcoplasmic reticulum membrane
ATP2A1	ENSP00000349595	sarcoplasmic reticulum membrane
CASQ2	ENSP00000261448	sarcoplasmic reticulum membrane
FKBP1B	ENSP00000370373	sarcoplasmic reticulum membrane
JPH1	ENSP00000344488	sarcoplasmic reticulum membrane
JPH2	ENSP00000362071	sarcoplasmic reticulum membrane
CASQ1	ENSP00000357058	sarcoplasmic reticulum membrane
HRC	ENSP00000252825	sarcoplasmic reticulum membrane
SRI	ENSP00000265729	sarcoplasmic reticulum membrane
RYR1	ENSP00000352608	sarcoplasmic reticulum membrane
RYR2	ENSP00000355533	sarcoplasmic reticulum membrane
AKAP6	ENSP00000280979	sarcoplasmic reticulum membrane
TMEM38A	ENSP00000187762	sarcoplasmic reticulum
GSTM2	ENSP00000241337	sarcoplasmic reticulum
SAR1A	ENSP00000362335	sarcoplasmic reticulum
THBS4	ENSP00000339730	sarcoplasmic reticulum
TMEM109	ENSP00000227525	sarcoplasmic reticulum
CALR	ENSP00000320866	sarcoplasmic reticulum
THBS1	ENSP00000260356	sarcoplasmic reticulum
CAMK2B	ENSP00000258682	sarcoplasmic reticulum
CAMK2G	ENSP00000319060	sarcoplasmic reticulum
CAMK2D	ENSP00000339740	sarcoplasmic reticulum
CA4	ENSP00000300900	sarcoplasmic reticulum
HAX1	ENSP00000329002	sarcoplasmic reticulum
SLN	ENSP00000304707	sarcoplasmic reticulum
AGL	ENSP00000294724	sarcoplasmic reticulum
CALU	ENSP00000249364	sarcoplasmic reticulum
JSRP1	ENSP00000300961	sarcoplasmic reticulum
SRL	ENSP00000382518	sarcoplasmic reticulum
DMPK	ENSP00000345997	sarcoplasmic reticulum
ATP2A3	ENSP00000353072	sarcoplasmic reticulum
MRVI1	ENSP00000414598	sarcoplasmic reticulum
ART1	ENSP00000250693	sarcoplasmic reticulum
ATP2A2	ENSP00000324892	sarcoplasmic reticulum
CHERP	ENSP00000198939	sarcoplasmic reticulum
DHRS7C	ENSP00000327975	sarcoplasmic reticulum
ITPR2	ENSP00000370744	sarcoplasmic reticulum
JPH3	ENSP00000284262	sarcoplasmic reticulum
RYR3	ENSP00000373884	sarcoplasmic reticulum
TMEM38B	ENSP00000363824	sarcoplasmic reticulum
RTN2	ENSP00000245923	sarcoplasmic reticulum
POMT1	ENSP00000361302	sarcoplasmic reticulum
PLN	ENSP00000350132	sarcoplasmic reticulum
JPH4	ENSP00000348648	sarcoplasmic reticulum
ASPH	ENSP00000368767	sarcoplasmic reticulum
TRDN	ENSP00000381227	sarcoplasmic reticulum
ATP2A1	ENSP00000349595	sarcoplasmic reticulum
CASQ2	ENSP00000261448	sarcoplasmic reticulum
FKBP1B	ENSP00000370373	sarcoplasmic reticulum
JPH1	ENSP00000344488	sarcoplasmic reticulum
JPH2	ENSP00000362071	sarcoplasmic reticulum
CASQ1	ENSP00000357058	sarcoplasmic reticulum
HRC	ENSP00000252825	sarcoplasmic reticulum
FKBP1A	ENSP00000371138	sarcoplasmic reticulum
SRI	ENSP00000265729	sarcoplasmic reticulum
RYR1	ENSP00000352608	sarcoplasmic reticulum
RYR2	ENSP00000355533	sarcoplasmic reticulum
CCDC78	ENSP00000293889	sarcoplasmic reticulum
S100A1	ENSP00000292169	sarcoplasmic reticulum
NOS1	ENSP00000320758	sarcoplasmic reticulum
ITPR1	ENSP00000405934	sarcoplasmic reticulum
ANK1	ENSP00000265709	sarcoplasmic reticulum
ANK3	ENSP00000280772	sarcoplasmic reticulum
SYNE1	ENSP00000265368	sarcoplasmic reticulum
SYNE2	ENSP00000350719	sarcoplasmic reticulum
CACNA1S	ENSP00000355192	sarcoplasmic reticulum
CACNB1	ENSP00000377840	sarcoplasmic reticulum
CACNA2D1	ENSP00000349320	sarcoplasmic reticulum
AKAP6	ENSP00000280979	sarcoplasmic reticulum
TMEM38A	ENSP00000187762	sarcoplasm
FABP3	ENSP00000362817	sarcoplasm
GSTM2	ENSP00000241337	sarcoplasm
SAR1A	ENSP00000362335	sarcoplasm
THBS4	ENSP00000339730	sarcoplasm
TMEM109	ENSP00000227525	sarcoplasm
PLEC	ENSP00000323856	sarcoplasm
CALR	ENSP00000320866	sarcoplasm
THBS1	ENSP00000260356	sarcoplasm
CAMK2B	ENSP00000258682	sarcoplasm
CAMK2G	ENSP00000319060	sarcoplasm
CAMK2D	ENSP00000339740	sarcoplasm
DTNBP1	ENSP00000341680	sarcoplasm
CA4	ENSP00000300900	sarcoplasm
NOL3	ENSP00000268605	sarcoplasm
HAX1	ENSP00000329002	sarcoplasm
SLN	ENSP00000304707	sarcoplasm
AGL	ENSP00000294724	sarcoplasm
CALU	ENSP00000249364	sarcoplasm
JSRP1	ENSP00000300961	sarcoplasm
SRL	ENSP00000382518	sarcoplasm
DMPK	ENSP00000345997	sarcoplasm
ATP2A3	ENSP00000353072	sarcoplasm
MRVI1	ENSP00000414598	sarcoplasm
ART1	ENSP00000250693	sarcoplasm
ATP2A2	ENSP00000324892	sarcoplasm
CHERP	ENSP00000198939	sarcoplasm
DHRS7C	ENSP00000327975	sarcoplasm
ITPR2	ENSP00000370744	sarcoplasm
JPH3	ENSP00000284262	sarcoplasm
RYR3	ENSP00000373884	sarcoplasm
TMEM38B	ENSP00000363824	sarcoplasm
RTN2	ENSP00000245923	sarcoplasm
POMT1	ENSP00000361302	sarcoplasm
PLN	ENSP00000350132	sarcoplasm
JPH4	ENSP00000348648	sarcoplasm
ASPH	ENSP00000368767	sarcoplasm
TRDN	ENSP00000381227	sarcoplasm
ATP2A1	ENSP00000349595	sarcoplasm
CASQ2	ENSP00000261448	sarcoplasm
FKBP1B	ENSP00000370373	sarcoplasm
JPH1	ENSP00000344488	sarcoplasm
JPH2	ENSP00000362071	sarcoplasm
CASQ1	ENSP00000357058	sarcoplasm
HRC	ENSP00000252825	sarcoplasm
FKBP1A	ENSP00000371138	sarcoplasm
SRI	ENSP00000265729	sarcoplasm
RYR1	ENSP00000352608	sarcoplasm
RYR2	ENSP00000355533	sarcoplasm
CCDC78	ENSP00000293889	sarcoplasm
S100A1	ENSP00000292169	sarcoplasm
FLNC	ENSP00000327145	sarcoplasm
SPOCK1	ENSP00000282223	sarcoplasm
NOS1	ENSP00000320758	sarcoplasm
ITPR1	ENSP00000405934	sarcoplasm
ANK1	ENSP00000265709	sarcoplasm
ANK3	ENSP00000280772	sarcoplasm
SYNE1	ENSP00000265368	sarcoplasm
SYNE2	ENSP00000350719	sarcoplasm
CACNA1S	ENSP00000355192	sarcoplasm
CACNB1	ENSP00000377840	sarcoplasm
CACNA2D1	ENSP00000349320	sarcoplasm
AKAP6	ENSP00000280979	sarcoplasm
JPH3	ENSP00000284262	junctional sarcoplasmic reticulum membrane
JPH4	ENSP00000348648	junctional sarcoplasmic reticulum membrane
ASPH	ENSP00000368767	junctional sarcoplasmic reticulum membrane
TRDN	ENSP00000381227	junctional sarcoplasmic reticulum membrane
CASQ2	ENSP00000261448	junctional sarcoplasmic reticulum membrane
JPH1	ENSP00000344488	junctional sarcoplasmic reticulum membrane
JPH2	ENSP00000362071	junctional sarcoplasmic reticulum membrane
RYR1	ENSP00000352608	junctional sarcoplasmic reticulum membrane
RYR2	ENSP00000355533	junctional sarcoplasmic reticulum membrane
AKAP6	ENSP00000280979	junctional sarcoplasmic reticulum membrane
JPH3	ENSP00000284262	junctional membrane complex
RYR3	ENSP00000373884	junctional membrane complex
TRDN	ENSP00000381227	junctional membrane complex
JPH1	ENSP00000344488	junctional membrane complex
JPH2	ENSP00000362071	junctional membrane complex
RYR1	ENSP00000352608	junctional membrane complex
DHRS7C	ENSP00000327975	longitudinal sarcoplasmic reticulum
CAMK2B	ENSP00000258682	calcium- and calmodulin-dependent protein kinase complex
CAMK2G	ENSP00000319060	calcium- and calmodulin-dependent protein kinase complex
CAMK2D	ENSP00000339740	calcium- and calmodulin-dependent protein kinase complex
CAMK1D	ENSP00000368124	calcium- and calmodulin-dependent protein kinase complex
CAMK1G	ENSP00000009105	calcium- and calmodulin-dependent protein kinase complex
ACTC1	ENSP00000290378	actomyosin, actin portion
BIN1	ENSP00000316779	lipid tube
TNFRSF1B	ENSP00000365435	varicosity
CRHBP	ENSP00000274368	varicosity
BIN1	ENSP00000316779	varicosity
UCN3	ENSP00000369798	varicosity
CRH	ENSP00000276571	varicosity
UCN	ENSP00000296099	varicosity
DLG4	ENSP00000293813	juxtaparanode region of axon
SIRT2	ENSP00000249396	juxtaparanode region of axon
EPB41L3	ENSP00000341138	juxtaparanode region of axon
KCNAB2	ENSP00000164247	juxtaparanode region of axon
CNTN2	ENSP00000330633	juxtaparanode region of axon
KCNA2	ENSP00000314520	juxtaparanode region of axon
KCNA1	ENSP00000228858	juxtaparanode region of axon
CNTNAP2	ENSP00000354778	juxtaparanode region of axon
DLG2	ENSP00000365272	juxtaparanode region of axon
NFASC	ENSP00000353154	axon initial segment
CAMK2D	ENSP00000339740	axon initial segment
SPTBN4	ENSP00000263373	axon initial segment
ANK3	ENSP00000280772	axon initial segment
BIN1	ENSP00000316779	axon initial segment
SCN1A	ENSP00000364554	axon initial segment
SCN8A	ENSP00000346534	axon initial segment
KCNQ2	ENSP00000352035	axon initial segment
KCNQ3	ENSP00000373648	axon initial segment
NRCAM	ENSP00000368314	axon initial segment
CCK	ENSP00000335657	axon initial segment
NFASC	ENSP00000353154	node of ranvier
CDH1	ENSP00000261769	node of ranvier
DAG1	ENSP00000312435	node of ranvier
DLG1	ENSP00000345731	node of ranvier
SPTBN4	ENSP00000263373	node of ranvier
MYOC	ENSP00000037502	node of ranvier
SPOCK1	ENSP00000282223	node of ranvier
ANK3	ENSP00000280772	node of ranvier
BIN1	ENSP00000316779	node of ranvier
SCN1A	ENSP00000364554	node of ranvier
SCN8A	ENSP00000346534	node of ranvier
CNTN2	ENSP00000330633	node of ranvier
KCNQ2	ENSP00000352035	node of ranvier
KCNQ3	ENSP00000373648	node of ranvier
SCN1B	ENSP00000396915	node of ranvier
SCN2A	ENSP00000283256	node of ranvier
ROBO2	ENSP00000417164	main axon
ERMN	ENSP00000380453	main axon
CLDN5	ENSP00000384554	main axon
NFASC	ENSP00000353154	main axon
CDH1	ENSP00000261769	main axon
DAG1	ENSP00000312435	main axon
DLG1	ENSP00000345731	main axon
PARD3	ENSP00000363921	main axon
CAMK2D	ENSP00000339740	main axon
DLG4	ENSP00000293813	main axon
MYO1D	ENSP00000324527	main axon
SPTBN1	ENSP00000349259	main axon
SPTBN4	ENSP00000263373	main axon
SIRT2	ENSP00000249396	main axon
MYOC	ENSP00000037502	main axon
MAPK8IP3	ENSP00000250894	main axon
MBP	ENSP00000348273	main axon
TNFRSF1B	ENSP00000365435	main axon
ADORA1	ENSP00000308549	main axon
SPOCK1	ENSP00000282223	main axon
CRHBP	ENSP00000274368	main axon
ANK1	ENSP00000265709	main axon
ANK3	ENSP00000280772	main axon
BIN1	ENSP00000316779	main axon
SCN1A	ENSP00000364554	main axon
SCN8A	ENSP00000346534	main axon
EPB41L3	ENSP00000341138	main axon
KCNAB2	ENSP00000164247	main axon
CNTN2	ENSP00000330633	main axon
CNTNAP1	ENSP00000264638	main axon
KCNA2	ENSP00000314520	main axon
KCNQ2	ENSP00000352035	main axon
KCNQ3	ENSP00000373648	main axon
KCNA1	ENSP00000228858	main axon
SCN1B	ENSP00000396915	main axon
SCN2A	ENSP00000283256	main axon
KCNC3	ENSP00000303282	main axon
CNTNAP2	ENSP00000354778	main axon
KCNJ11	ENSP00000345708	main axon
ROBO1	ENSP00000381450	main axon
SLC1A2	ENSP00000278379	main axon
MAG	ENSP00000262624	main axon
NCMAP	ENSP00000363513	main axon
NRCAM	ENSP00000368314	main axon
DLG2	ENSP00000365272	main axon
CCK	ENSP00000335657	main axon
UCN3	ENSP00000369798	main axon
CRH	ENSP00000276571	main axon
UCN	ENSP00000296099	main axon
ERMN	ENSP00000380453	paranode region of axon
CLDN5	ENSP00000384554	paranode region of axon
NFASC	ENSP00000353154	paranode region of axon
SPTBN4	ENSP00000263373	paranode region of axon
SIRT2	ENSP00000249396	paranode region of axon
ANK3	ENSP00000280772	paranode region of axon
EPB41L3	ENSP00000341138	paranode region of axon
CNTNAP1	ENSP00000264638	paranode region of axon
SCN2A	ENSP00000283256	paranode region of axon
MAG	ENSP00000262624	paranode region of axon
NCMAP	ENSP00000363513	paranode region of axon
ANKFY1	ENSP00000343362	pinosome
ANXA2	ENSP00000346032	pinosome
ANKFY1	ENSP00000343362	macropinosome
ANXA2	ENSP00000346032	macropinosome
SIRT2	ENSP00000249396	meiotic spindle
AURKA	ENSP00000216911	meiotic spindle
NFASC	ENSP00000353154	paranodal junction
SIRT2	ENSP00000249396	paranodal junction
MARVELD2	ENSP00000323264	paranodal junction
JAM3	ENSP00000299106	paranodal junction
MPP5	ENSP00000261681	lateral loop
STX4	ENSP00000317714	lateral loop
CDH1	ENSP00000261769	lateral loop
DLG1	ENSP00000345731	lateral loop
SIRT2	ENSP00000249396	lateral loop
MPP5	ENSP00000261681	myelin sheath adaxonal region
STX4	ENSP00000317714	myelin sheath adaxonal region
ANXA2	ENSP00000346032	myelin sheath adaxonal region
PTEN	ENSP00000361021	myelin sheath adaxonal region
CNP	ENSP00000377470	myelin sheath adaxonal region
CD59	ENSP00000340210	compact myelin
PLLP	ENSP00000219207	compact myelin
PRKCI	ENSP00000295797	compact myelin
MPP5	ENSP00000261681	compact myelin
CLDN5	ENSP00000384554	compact myelin
ANXA2	ENSP00000346032	compact myelin
CDH1	ENSP00000261769	compact myelin
PTEN	ENSP00000361021	compact myelin
SIRT2	ENSP00000249396	compact myelin
MARVELD2	ENSP00000323264	compact myelin
MBP	ENSP00000348273	compact myelin
MPDZ	ENSP00000370410	compact myelin
JAM3	ENSP00000299106	compact myelin
MAG	ENSP00000262624	compact myelin
NCMAP	ENSP00000363513	compact myelin
PRKCI	ENSP00000295797	schmidt-lanterman incisure
MPP5	ENSP00000261681	schmidt-lanterman incisure
CLDN5	ENSP00000384554	schmidt-lanterman incisure
ANXA2	ENSP00000346032	schmidt-lanterman incisure
CDH1	ENSP00000261769	schmidt-lanterman incisure
PTEN	ENSP00000361021	schmidt-lanterman incisure
SIRT2	ENSP00000249396	schmidt-lanterman incisure
MARVELD2	ENSP00000323264	schmidt-lanterman incisure
MPDZ	ENSP00000370410	schmidt-lanterman incisure
JAM3	ENSP00000299106	schmidt-lanterman incisure
MAG	ENSP00000262624	schmidt-lanterman incisure
NCMAP	ENSP00000363513	schmidt-lanterman incisure
CD59	ENSP00000340210	myelin sheath
PLLP	ENSP00000219207	myelin sheath
PRKCI	ENSP00000295797	myelin sheath
FAM213B	ENSP00000367682	myelin sheath
SERINC5	ENSP00000406585	myelin sheath
CA2	ENSP00000285379	myelin sheath
MPP5	ENSP00000261681	myelin sheath
ERMN	ENSP00000380453	myelin sheath
SCRIB	ENSP00000349486	myelin sheath
CLDN5	ENSP00000384554	myelin sheath
ITGB1	ENSP00000364094	myelin sheath
STX4	ENSP00000317714	myelin sheath
ANXA2	ENSP00000346032	myelin sheath
CDH1	ENSP00000261769	myelin sheath
DLG1	ENSP00000345731	myelin sheath
PTEN	ENSP00000361021	myelin sheath
PRKCZ	ENSP00000367830	myelin sheath
SIRT2	ENSP00000249396	myelin sheath
MARVELD2	ENSP00000323264	myelin sheath
CA13	ENSP00000318912	myelin sheath
ITPR3	ENSP00000363435	myelin sheath
CNP	ENSP00000377470	myelin sheath
BCL2	ENSP00000329623	myelin sheath
LLGL1	ENSP00000321537	myelin sheath
MBP	ENSP00000348273	myelin sheath
MPDZ	ENSP00000370410	myelin sheath
EXOC4	ENSP00000253861	myelin sheath
PLP1	ENSP00000305152	myelin sheath
TSPAN2	ENSP00000358529	myelin sheath
JAM3	ENSP00000299106	myelin sheath
GJC2	ENSP00000355675	myelin sheath
GJC3	ENSP00000325775	myelin sheath
