GeneSym	EnsembleID	Tissue
CRIPT	ENSG00000119878	bronchus
LY9	ENSG00000122224	bronchus
MTIF2	ENSG00000085760	bronchus
SMCO1	ENSG00000214097	bronchus
CLIC6	ENSG00000159212	bronchus
ASRGL1	ENSG00000162174	bronchus
VPS33B	ENSG00000184056	bronchus
LRRC24	ENSG00000254402	bronchus
IGFBP7	ENSG00000163453	bronchus
LOC102723475	ENSG00000243627	bronchus
DNAH6	ENSG00000115423	bronchus
ARHGEF6	ENSG00000129675	bronchus
CYTH2	ENSG00000105443	bronchus
CABP7	ENSG00000100314	bronchus
KIF4A	ENSG00000090889	bronchus
KIF4B	ENSG00000226650	bronchus
MAP1B	ENSG00000131711	bronchus
MAP1A	ENSG00000166963	bronchus
HSPA4L	ENSG00000164070	bronchus
KCTD8	ENSG00000183783	bronchus
PITPNM1	ENSG00000110697	bronchus
C5AR2	ENSG00000134830	bronchus
NCS1	ENSG00000107130	bronchus
TUB	ENSG00000166402	bronchus
ZSCAN12	ENSG00000158691	bronchus
POFUT2	ENSG00000186866	bronchus
RAD54L	ENSG00000085999	bronchus
LRRC34	ENSG00000171757	bronchus
UPRT	ENSG00000094841	bronchus
DNTT	ENSG00000107447	bronchus
CCDC38	ENSG00000165972	bronchus
NXF3	ENSG00000147206	bronchus
SMAP2	ENSG00000084070	bronchus
P2RY2	ENSG00000175591	bronchus
SFRP2	ENSG00000145423	bronchus
HMGB3	ENSG00000029993	bronchus
MED28	ENSG00000118579	bronchus
RASA1	ENSG00000145715	bronchus
FBF1	ENSG00000188878	bronchus
OSBPL10	ENSG00000144645	bronchus
LSG1	ENSG00000041802	bronchus
APC	ENSG00000134982	bronchus
C1RL	ENSG00000139178	bronchus
ZDHHC13	ENSG00000177054	bronchus
DNAL1	ENSG00000119661	bronchus
ZNF442	ENSG00000198342	bronchus
ZNF425	ENSG00000204947	bronchus
POLDIP3	ENSG00000100227	bronchus
MUC5AC	ENSG00000215182	bronchus
ZER1	ENSG00000160445	bronchus
ADRB2	ENSG00000169252	bronchus
MBOAT1	ENSG00000172197	bronchus
WNT10B	ENSG00000169884	bronchus
SLC35F1	ENSG00000196376	bronchus
PKN3	ENSG00000160447	bronchus
SLC46A1	ENSG00000076351	bronchus
PRSS21	ENSG00000007038	bronchus
DGCR6	ENSG00000183628	bronchus
DGCR6L	ENSG00000128185	bronchus
ZNF410	ENSG00000119725	bronchus
PSG1	ENSG00000231924	bronchus
PSG8	ENSG00000124467	bronchus
PSG9	ENSG00000183668	bronchus
PSG3	ENSG00000221826	bronchus
PSG4	ENSG00000243137	bronchus
PSG5	ENSG00000204941	bronchus
PSG6	ENSG00000170848	bronchus
SUGT1	ENSG00000165416	bronchus
HSPH1	ENSG00000120694	bronchus
WDR93	ENSG00000140527	bronchus
ARMCX5	ENSG00000125962	bronchus
CLDND2	ENSG00000160318	bronchus
IARS	ENSG00000196305	bronchus
PDLIM3	ENSG00000154553	bronchus
TRIM13	ENSG00000204977	bronchus
C10ORF40	ENSG00000235931	bronchus
ANKRD33	ENSG00000167612	bronchus
IGFBP4	ENSG00000141753	bronchus
NECAP1	ENSG00000089818	bronchus
POP7	ENSG00000172336	bronchus
SYNE1	ENSG00000131018	bronchus
COX4I2	ENSG00000131055	bronchus
RSPH9	ENSG00000172426	bronchus
BBIP1	ENSG00000214413	bronchus
RNF4	ENSG00000063978	bronchus
ANKRD13B	ENSG00000198720	bronchus
CNOT6L	ENSG00000138767	bronchus
PHLPP2	ENSG00000040199	bronchus
ADTRP	ENSG00000111863	bronchus
HEATR6	ENSG00000068097	bronchus
KCNH5	ENSG00000140015	bronchus
FHAD1	ENSG00000142621	bronchus
ZNF821	ENSG00000102984	bronchus
SP9	ENSG00000217236	bronchus
ITPKA	ENSG00000137825	bronchus
GSN	ENSG00000148180	bronchus
COLCA1	ENSG00000196167	bronchus
HSPA12A	ENSG00000165868	bronchus
OR2Z1	ENSG00000181733	bronchus
ZNF684	ENSG00000117010	bronchus
TAX1BP1	ENSG00000106052	bronchus
MCM5	ENSG00000100297	bronchus
CAMKK1	ENSG00000004660	bronchus
LEMD1	ENSG00000186007	bronchus
RAB44	ENSG00000255587	bronchus
SAMD15	ENSG00000100583	bronchus
SPIDR	ENSG00000164808	bronchus
TNFAIP3	ENSG00000118503	bronchus
PHF3	ENSG00000118482	bronchus
DLX6	ENSG00000006377	bronchus
KIAA1191	ENSG00000122203	bronchus
IL20RA	ENSG00000016402	bronchus
HSF1	ENSG00000185122	bronchus
ZNF37A	ENSG00000075407	bronchus
ZNF579	ENSG00000218891	bronchus
ZKSCAN8	ENSG00000198315	bronchus
DNAJB7	ENSG00000172404	bronchus
TMEM248	ENSG00000106609	bronchus
TUBA1A	ENSG00000167552	bronchus
ZBTB48	ENSG00000204859	bronchus
C11ORF31	ENSG00000211450	bronchus
C16ORF89	ENSG00000153446	bronchus
TSTD1	ENSG00000215845	bronchus
CAPNS1	ENSG00000126247	bronchus
C14ORF166	ENSG00000087302	bronchus
SNRPD3	ENSG00000100028	bronchus
CAMK1D	ENSG00000183049	bronchus
GPR156	ENSG00000175697	bronchus
CNR1	ENSG00000118432	bronchus
PGGT1B	ENSG00000164219	bronchus
ADAMTS18	ENSG00000140873	bronchus
FCRL5	ENSG00000143297	bronchus
TMEM165	ENSG00000134851	bronchus
SETD9	ENSG00000155542	bronchus
C6ORF15	ENSG00000204542	bronchus
RPS6KA5	ENSG00000100784	bronchus
BSCL2	ENSG00000168000	bronchus
RGMA	ENSG00000182175	bronchus
IPCEF1	ENSG00000074706	bronchus
LANCL1	ENSG00000115365	bronchus
DENND2C	ENSG00000175984	bronchus
WHAMM	ENSG00000156232	bronchus
PIGH	ENSG00000100564	bronchus
SAP18	ENSG00000150459	bronchus
ATXN2	ENSG00000204842	bronchus
KIF5C	ENSG00000168280	bronchus
PPP1R37	ENSG00000104866	bronchus
SNX10	ENSG00000086300	bronchus
EXO5	ENSG00000164002	bronchus
LMO2	ENSG00000135363	bronchus
RUFY3	ENSG00000018189	bronchus
RIMBP2	ENSG00000060709	bronchus
LSM11	ENSG00000155858	bronchus
MAP3K7CL	ENSG00000156265	bronchus
RPL38	ENSG00000172809	bronchus
FAM127A	ENSG00000134590	bronchus
FAM127B	ENSG00000203950	bronchus
FAM127C	ENSG00000212747	bronchus
SAMD4B	ENSG00000179134	bronchus
ADAP1	ENSG00000105963	bronchus
SAYSD1	ENSG00000112167	bronchus
RASD2	ENSG00000100302	bronchus
IL22RA2	ENSG00000164485	bronchus
SPZ1	ENSG00000164299	bronchus
DGKQ	ENSG00000145214	bronchus
GNRH1	ENSG00000147437	bronchus
LMCD1	ENSG00000071282	bronchus
ZNF703	ENSG00000183779	bronchus
TTLL7	ENSG00000137941	bronchus
TMEM108	ENSG00000144868	bronchus
GPC5	ENSG00000179399	bronchus
TUBB4B	ENSG00000188229	bronchus
OR51Q1	ENSG00000167360	bronchus
ZNF282	ENSG00000170265	bronchus
SENP3	ENSG00000161956	bronchus
TBC1D14	ENSG00000132405	bronchus
INPP4A	ENSG00000040933	bronchus
MED26	ENSG00000105085	bronchus
CARF	ENSG00000138380	bronchus
CDH12	ENSG00000154162	bronchus
NMRK1	ENSG00000106733	bronchus
IDI1	ENSG00000067064	bronchus
PTGFRN	ENSG00000134247	bronchus
CLEC16A	ENSG00000038532	bronchus
BSPH1	ENSG00000188334	bronchus
LINC01164	ENSG00000189275	bronchus
TMEM8C	ENSG00000187616	bronchus
C17ORF97	ENSG00000187624	bronchus
ICE1	ENSG00000164151	bronchus
KATNA1	ENSG00000186625	bronchus
FAM24A	ENSG00000203795	bronchus
FAM24B	ENSG00000213185	bronchus
C4ORF47	ENSG00000205129	bronchus
SPATA33	ENSG00000167523	bronchus
DNAL4	ENSG00000100246	bronchus
ZNF576	ENSG00000124444	bronchus
MFSD8	ENSG00000164073	bronchus
CASC1	ENSG00000118307	bronchus
SASH1	ENSG00000111961	bronchus
COL11A1	ENSG00000060718	bronchus
PRMT6	ENSG00000198890	bronchus
CETN2	ENSG00000147400	bronchus
CETN1	ENSG00000177143	bronchus
HSBP1	ENSG00000230989	bronchus
NCSTN	ENSG00000162736	bronchus
FAM174A	ENSG00000174132	bronchus
NPFFR1	ENSG00000148734	bronchus
LCMT1	ENSG00000205629	bronchus
FAM96A	ENSG00000166797	bronchus
CDS1	ENSG00000163624	bronchus
UFC1	ENSG00000143222	bronchus
MAP9	ENSG00000164114	bronchus
ALDH3B1	ENSG00000006534	bronchus
RABL2A	ENSG00000144134	bronchus
RABL2B	ENSG00000079974	bronchus
C7ORF57	ENSG00000164746	bronchus
FAM91A1	ENSG00000176853	bronchus
RARB	ENSG00000077092	bronchus
NME8	ENSG00000086288	bronchus
PCDHA2	ENSG00000204969	bronchus
KIF21A	ENSG00000139116	bronchus
C8ORF76	ENSG00000189376	bronchus
ZHX1-C8ORF76	ENSG00000259305	bronchus
MRPS16	ENSG00000182180	bronchus
CCDC97	ENSG00000142039	bronchus
RHOU	ENSG00000116574	bronchus
PELI1	ENSG00000197329	bronchus
PELI2	ENSG00000139946	bronchus
DNAH7	ENSG00000118997	bronchus
TMEM231	ENSG00000205084	bronchus
TBC1D30	ENSG00000111490	bronchus
RRAD	ENSG00000166592	bronchus
GPX4	ENSG00000167468	bronchus
SLITRK5	ENSG00000165300	bronchus
C14ORF105	ENSG00000100557	bronchus
CDC42SE1	ENSG00000197622	bronchus
SPATA17	ENSG00000162814	bronchus
TMEM161A	ENSG00000064545	bronchus
AGBL4	ENSG00000186094	bronchus
VWC2	ENSG00000188730	bronchus
ADAMTS5	ENSG00000154736	bronchus
CEBPZ	ENSG00000115816	bronchus
ACTL8	ENSG00000117148	bronchus
PLK5	ENSG00000185988	bronchus
RASGEF1A	ENSG00000198915	bronchus
AAMP	ENSG00000127837	bronchus
KATNAL1	ENSG00000102781	bronchus
HDC	ENSG00000140287	bronchus
HAUS5	ENSG00000249115	bronchus
SH2D5	ENSG00000189410	bronchus
SLC46A3	ENSG00000139508	bronchus
ASPH	ENSG00000198363	bronchus
PDZD8	ENSG00000165650	bronchus
PPP1R35	ENSG00000160813	bronchus
GTF3A	ENSG00000122034	bronchus
PPP2R2B	ENSG00000156475	bronchus
ARL14	ENSG00000179674	bronchus
NRROS	ENSG00000174004	bronchus
OSGEPL1	ENSG00000128694	bronchus
TMEM260	ENSG00000070269	bronchus
PCOLCE	ENSG00000106333	bronchus
POSTN	ENSG00000133110	bronchus
IL10	ENSG00000136634	bronchus
PKD2	ENSG00000118762	bronchus
ISL1	ENSG00000016082	bronchus
PPP1R32	ENSG00000162148	bronchus
MROH8	ENSG00000101353	bronchus
GRK4	ENSG00000125388	bronchus
ANKFN1	ENSG00000153930	bronchus
FDXR	ENSG00000161513	bronchus
METRNL	ENSG00000176845	bronchus
PRRT2	ENSG00000167371	bronchus
TMPRSS15	ENSG00000154646	bronchus
SRC	ENSG00000197122	bronchus
WFDC2	ENSG00000101443	bronchus
PDZD4	ENSG00000067840	bronchus
EDNRB	ENSG00000136160	bronchus
TBC1D9	ENSG00000109436	bronchus
PLEKHH3	ENSG00000068137	bronchus
BBS1	ENSG00000174483	bronchus
SIAE	ENSG00000110013	bronchus
FXYD7	ENSG00000221946	bronchus
PLP1	ENSG00000123560	bronchus
C11ORF30	ENSG00000158636	bronchus
CD59	ENSG00000085063	bronchus
GATA2	ENSG00000179348	bronchus
LARS	ENSG00000133706	bronchus
CEACAM19	ENSG00000186567	bronchus
SH3GLB2	ENSG00000148341	bronchus
TRAF4	ENSG00000076604	bronchus
CCDC17	ENSG00000159588	bronchus
CCDC149	ENSG00000181982	bronchus
IRX2	ENSG00000170561	bronchus
PPL	ENSG00000118898	bronchus
TAF1D	ENSG00000166012	bronchus
MAT2A	ENSG00000168906	bronchus
SLC7A3	ENSG00000165349	bronchus
ZNF485	ENSG00000198298	bronchus
DCDC2	ENSG00000146038	bronchus
SCGB1D4	ENSG00000197745	bronchus
C14ORF37	ENSG00000139971	bronchus
RNF222	ENSG00000189051	bronchus
CAPN2	ENSG00000162909	bronchus
STON1	ENSG00000243244	bronchus
STON1-GTF2A1L	ENSG00000068781	bronchus
MRO	ENSG00000134042	bronchus
SLC34A2	ENSG00000157765	bronchus
ZNF184	ENSG00000096654	bronchus
BBS9	ENSG00000122507	bronchus
TSR2	ENSG00000158526	bronchus
COL19A1	ENSG00000082293	bronchus
ARHGAP27	ENSG00000159314	bronchus
DCDC2B	ENSG00000222046	bronchus
DDI1	ENSG00000170967	bronchus
PIGP	ENSG00000185808	bronchus
S1PR3	ENSG00000213694	bronchus
DCAF17	ENSG00000115827	bronchus
PAK7	ENSG00000101349	bronchus
PTPLB	ENSG00000206527	bronchus
TRH	ENSG00000170893	bronchus
ETNK1	ENSG00000139163	bronchus
SLC25A23	ENSG00000125648	bronchus
ZNF592	ENSG00000166716	bronchus
RAB43	ENSG00000172780	bronchus
TMEM128	ENSG00000132406	bronchus
SRGAP1	ENSG00000196935	bronchus
STXBP2	ENSG00000076944	bronchus
CEP19	ENSG00000174007	bronchus
FBXL8	ENSG00000135722	bronchus
LYPD5	ENSG00000159871	bronchus
SUMF1	ENSG00000144455	bronchus
FAAH2	ENSG00000165591	bronchus
CC2D2B	ENSG00000188649	bronchus
NUDT5	ENSG00000165609	bronchus
HSD11B1	ENSG00000117594	bronchus
STOM	ENSG00000148175	bronchus
ARID4B	ENSG00000054267	bronchus
AARD	ENSG00000205002	bronchus
DLL3	ENSG00000090932	bronchus
LPGAT1	ENSG00000123684	bronchus
ARID5A	ENSG00000196843	bronchus
MS4A8	ENSG00000166959	bronchus
NALCN	ENSG00000102452	bronchus
VTA1	ENSG00000009844	bronchus
BOD1	ENSG00000145919	bronchus
BOD1L2	ENSG00000228075	bronchus
LZTS2	ENSG00000107816	bronchus
TMEM237	ENSG00000155755	bronchus
C5ORF24	ENSG00000181904	bronchus
EID2B	ENSG00000176401	bronchus
KBTBD4	ENSG00000123444	bronchus
FAM199X	ENSG00000123575	bronchus
ZNF529	ENSG00000186020	bronchus
PDE8A	ENSG00000073417	bronchus
NUP62CL	ENSG00000198088	bronchus
WDR16	ENSG00000166596	bronchus
SKP1	ENSG00000113558	bronchus
PIK3R3	ENSG00000117461	bronchus
TINAG	ENSG00000137251	bronchus
MRAP2	ENSG00000135324	bronchus
SIM2	ENSG00000159263	bronchus
C7ORF49	ENSG00000122783	bronchus
RBM33	ENSG00000184863	bronchus
TIMP3	ENSG00000100234	bronchus
OSM	ENSG00000099985	bronchus
KAT6A	ENSG00000083168	bronchus
RFNG	ENSG00000169733	bronchus
GUK1	ENSG00000143774	bronchus
EOGT	ENSG00000163378	bronchus
MRPL24	ENSG00000143314	bronchus
TPPP2	ENSG00000179636	bronchus
MYOD1	ENSG00000129152	bronchus
NPY5R	ENSG00000164129	bronchus
ATF5	ENSG00000169136	bronchus
UBXN10	ENSG00000162543	bronchus
FBXO38	ENSG00000145868	bronchus
MOB2	ENSG00000182208	bronchus
C10ORF95	ENSG00000120055	bronchus
SARS2	ENSG00000104835	bronchus
CTXN1	ENSG00000178531	bronchus
RARS	ENSG00000113643	bronchus
C9ORF3	ENSG00000148120	bronchus
ZFP69B	ENSG00000187801	bronchus
TMEM184B	ENSG00000198792	bronchus
CYP1A1	ENSG00000140465	bronchus
ELOVL1	ENSG00000066322	bronchus
OTULIN	ENSG00000154124	bronchus
GOLGA7	ENSG00000147533	bronchus
GOLGA7B	ENSG00000155265	bronchus
FAM25A	ENSG00000188100	bronchus
FAM25C	ENSG00000189090	bronchus
AARSD1	ENSG00000266967	bronchus
UNC93B1	ENSG00000110057	bronchus
LYPD2	ENSG00000197353	bronchus
FAIM3	ENSG00000162894	bronchus
ZCCHC4	ENSG00000168228	bronchus
CPED1	ENSG00000106034	bronchus
DUSP1	ENSG00000120129	bronchus
MTMR3	ENSG00000100330	bronchus
KCNE4	ENSG00000152049	bronchus
CTNND1	ENSG00000198561	bronchus
VANGL1	ENSG00000173218	bronchus
SLC22A7	ENSG00000137204	bronchus
FAM126A	ENSG00000122591	bronchus
MON1B	ENSG00000103111	bronchus
CEP44	ENSG00000164118	bronchus
RNPEPL1	ENSG00000142327	bronchus
ATP9B	ENSG00000166377	bronchus
GPN1	ENSG00000198522	bronchus
ENOSF1	ENSG00000132199	bronchus
SLC12A4	ENSG00000124067	bronchus
LRRC45	ENSG00000169683	bronchus
KIF13A	ENSG00000137177	bronchus
TBCEL	ENSG00000154114	bronchus
CLK4	ENSG00000113240	bronchus
ZW10	ENSG00000086827	bronchus
TBX10	ENSG00000167800	bronchus
NODAL	ENSG00000156574	bronchus
ARMC8	ENSG00000114098	bronchus
RPGRIP1	ENSG00000092200	bronchus
ADCY6	ENSG00000174233	bronchus
FILIP1L	ENSG00000168386	bronchus
CTDSP2	ENSG00000175215	bronchus
ABCC10	ENSG00000124574	bronchus
UNC13A	ENSG00000130477	bronchus
C10ORF107	ENSG00000183346	bronchus
ZBTB8B	ENSG00000273274	bronchus
RIC8A	ENSG00000177963	bronchus
GPR111	ENSG00000164393	bronchus
CDK5RAP2	ENSG00000136861	bronchus
NEK5	ENSG00000197168	bronchus
PICK1	ENSG00000100151	bronchus
SMG8	ENSG00000167447	bronchus
RAD51AP2	ENSG00000214842	bronchus
CIB4	ENSG00000157884	bronchus
C11ORF63	ENSG00000109944	bronchus
ZBTB8A	ENSG00000160062	bronchus
CHMP1A	ENSG00000131165	bronchus
FKBP10	ENSG00000141756	bronchus
DOCK9	ENSG00000088387	bronchus
CPNE8	ENSG00000139117	bronchus
MDH1B	ENSG00000138400	bronchus
ATP6V1A	ENSG00000114573	bronchus
IL36RN	ENSG00000136695	bronchus
PCOLCE2	ENSG00000163710	bronchus
GTPBP8	ENSG00000163607	bronchus
B2M	ENSG00000166710	bronchus
HLA-E	ENSG00000204592	bronchus
TRAPPC8	ENSG00000153339	bronchus
STOML3	ENSG00000133115	bronchus
HTT	ENSG00000197386	bronchus
HOXA1	ENSG00000105991	bronchus
SNRNP200	ENSG00000144028	bronchus
CA11	ENSG00000063180	bronchus
ANXA2	ENSG00000182718	bronchus
ANKS1A	ENSG00000064999	bronchus
HN1L	ENSG00000206053	bronchus
S100A11	ENSG00000163191	bronchus
TEX14	ENSG00000121101	bronchus
TSEN15	ENSG00000198860	bronchus
GSC2	ENSG00000063515	bronchus
HIPK1	ENSG00000163349	bronchus
LOC102725420	ENSG00000175595	bronchus
C11ORF84	ENSG00000168005	bronchus
PLXDC1	ENSG00000161381	bronchus
SWAP70	ENSG00000133789	bronchus
OR13C3	ENSG00000204246	bronchus
FETUB	ENSG00000090512	bronchus
TEAD3	ENSG00000007866	bronchus
VPS53	ENSG00000141252	bronchus
USP4	ENSG00000114316	bronchus
LIMK2	ENSG00000182541	bronchus
GAPVD1	ENSG00000165219	bronchus
FAM180A	ENSG00000189320	bronchus
BBC3	ENSG00000105327	bronchus
GJB5	ENSG00000189280	bronchus
ADAM9	ENSG00000168615	bronchus
RUFY2	ENSG00000204130	bronchus
ZUFSP	ENSG00000153975	bronchus
C12ORF75	ENSG00000235162	bronchus
KSR2	ENSG00000171435	bronchus
SLC19A3	ENSG00000135917	bronchus
CRIP3	ENSG00000146215	bronchus
ARHGAP10	ENSG00000071205	bronchus
HSPA14	ENSG00000187522	bronchus
MCPH1	ENSG00000147316	bronchus
ABCA10	ENSG00000154263	bronchus
RAB3D	ENSG00000105514	bronchus
NPS	ENSG00000214285	bronchus
GEMIN2	ENSG00000092208	bronchus
BOLA1	ENSG00000178096	bronchus
NUCB2	ENSG00000070081	bronchus
SEC16A	ENSG00000148396	bronchus
PKD2L2	ENSG00000078795	bronchus
TWISTNB	ENSG00000105849	bronchus
OR10C1	ENSG00000206474	bronchus
GOLGA6L4	ENSG00000184206	bronchus
GOLGA8N	ENSG00000232653	bronchus
GOLGA8R	ENSG00000186399	bronchus
HSPA1B	ENSG00000204388	bronchus
AGRP	ENSG00000159723	bronchus
DUS4L	ENSG00000105865	bronchus
TTC18	ENSG00000156042	bronchus
CD99L2	ENSG00000102181	bronchus
LOC102724038	ENSG00000066044+ENSG00000125124	bronchus
EXD3	ENSG00000187609	bronchus
MPDZ	ENSG00000107186	bronchus
GGT6	ENSG00000167741	bronchus
CCDC171	ENSG00000164989	bronchus
FAM189A1	ENSG00000104059	bronchus
PALMD	ENSG00000099260	bronchus
ZNF268	ENSG00000090612	bronchus
DAAM1	ENSG00000100592	bronchus
XAGE1E	ENSG00000204379+ENSG00000204382	bronchus
ANXA2R	ENSG00000177721	bronchus
XYLT1	ENSG00000103489	bronchus
TMEM38B	ENSG00000095209	bronchus
CCNJL	ENSG00000135083	bronchus
LOC100996342	ENSG00000235478	bronchus
NOMO2	ENSG00000185164	bronchus
ZNF582	ENSG00000018869	bronchus
ZIM3	ENSG00000141946	bronchus
TMC5	ENSG00000103534	bronchus
PDRG1	ENSG00000088356	bronchus
OAZ1	ENSG00000104904	bronchus
CRYM	ENSG00000103316	bronchus
IFNG	ENSG00000111537	bronchus
PRR11	ENSG00000068489	bronchus
TBCB	ENSG00000105254	bronchus
TBC1D8	ENSG00000204634	bronchus
PCM1	ENSG00000078674	bronchus
KCNA2	ENSG00000177301	bronchus
ADPRH	ENSG00000144843	bronchus
EFCC1	ENSG00000114654	bronchus
FAM81A	ENSG00000157470	bronchus
ACLY	ENSG00000131473	bronchus
DUSP6	ENSG00000139318	bronchus
CACNA1G	ENSG00000006283	bronchus
HAGH	ENSG00000063854	bronchus
DDX26B	ENSG00000165359	bronchus
SLC22A25	ENSG00000196600	bronchus
DNAJC1	ENSG00000136770	bronchus
INSM2	ENSG00000168348	bronchus
COMMD3-BMI1	ENSG00000269897	bronchus
MTX1	ENSG00000173171	bronchus
LINGO2	ENSG00000174482	bronchus
LYG2	ENSG00000185674	bronchus
ANXA11	ENSG00000122359	bronchus
FOXO1	ENSG00000150907	bronchus
IGFBP3	ENSG00000146674	bronchus
ZNF831	ENSG00000124203	bronchus
TRPV4	ENSG00000111199	bronchus
ZNF550	ENSG00000251369	bronchus
TNRC6A	ENSG00000090905	bronchus
CTSZ	ENSG00000101160	bronchus
NSUN3	ENSG00000178694	bronchus
ABHD14A	ENSG00000248487	bronchus
ENPP4	ENSG00000001561	bronchus
USP21	ENSG00000143258	bronchus
TMEM64	ENSG00000180694	bronchus
SLK	ENSG00000065613	bronchus
FAM160A2	ENSG00000051009	bronchus
EREG	ENSG00000124882	bronchus
KLB	ENSG00000134962	bronchus
FAM185A	ENSG00000222011	bronchus
SIGIRR	ENSG00000185187	bronchus
NXNL1	ENSG00000171773	bronchus
RBM47	ENSG00000163694	bronchus
KIAA0195	ENSG00000177728	bronchus
RRP15	ENSG00000067533	bronchus
CSPG4	ENSG00000173546	bronchus
CHMP1B	ENSG00000255112	bronchus
SKA2	ENSG00000182628	bronchus
SLC4A8	ENSG00000050438	bronchus
GOLGA1	ENSG00000136935	bronchus
C20ORF144	ENSG00000149609	bronchus
ARHGDIG	ENSG00000242173	bronchus
GLT8D1	ENSG00000016864	bronchus
IMPA1	ENSG00000133731	bronchus
ANKRD18A	ENSG00000180071	bronchus
ANKRD18B	ENSG00000230453	bronchus
AGBL3	ENSG00000146856	bronchus
ECI2	ENSG00000198721	bronchus
CARKD	ENSG00000213995	bronchus
FRRS1	ENSG00000156869	bronchus
EMR3	ENSG00000131355	bronchus
EIF4G2	ENSG00000110321	bronchus
GK5	ENSG00000175066	bronchus
SPCS1	ENSG00000114902	bronchus
LMAN2L	ENSG00000114988	bronchus
LXN	ENSG00000079257	bronchus
PTGR2	ENSG00000140043	bronchus
ABCC9	ENSG00000069431	bronchus
ESYT2	ENSG00000117868	bronchus
FHOD3	ENSG00000134775	bronchus
COA1	ENSG00000106603	bronchus
TUBA1B	ENSG00000123416	bronchus
MAPKAP1	ENSG00000119487	bronchus
SLC27A2	ENSG00000140284	bronchus
LRRC7	ENSG00000033122	bronchus
GNAI2	ENSG00000114353	bronchus
BEGAIN	ENSG00000183092	bronchus
THOP1	ENSG00000172009	bronchus
SEPT11	ENSG00000138758	bronchus
SEPT6	ENSG00000125354	bronchus
SEPT8	ENSG00000164402	bronchus
LOC102724536	ENSG00000184682	bronchus
C1ORF189	ENSG00000163263	bronchus
TRIM64B	ENSG00000189253	bronchus
TRIM64C	ENSG00000214891	bronchus
EIF5	ENSG00000100664	bronchus
RDH13	ENSG00000160439	bronchus
MAGEB17	ENSG00000182798	bronchus
GMPR2	ENSG00000100938	bronchus
GMPR	ENSG00000137198	bronchus
CNTNAP1	ENSG00000108797	bronchus
DIS3L	ENSG00000166938	bronchus
ALCAM	ENSG00000170017	bronchus
MBTD1	ENSG00000011258	bronchus
IL25	ENSG00000166090	bronchus
C11ORF86	ENSG00000173237	bronchus
DCAF8L1	ENSG00000226372	bronchus
HRASLS2	ENSG00000133328	bronchus
PLA2G16	ENSG00000176485	bronchus
EXOG	ENSG00000157036	bronchus
HCFC2	ENSG00000111727	bronchus
DFFB	ENSG00000169598	bronchus
PCSK6	ENSG00000140479	bronchus
GLOD5	ENSG00000171433	bronchus
C2ORF88	ENSG00000187699	bronchus
RHOH	ENSG00000168421	bronchus
AKR1C3	ENSG00000196139	bronchus
KCND2	ENSG00000184408	bronchus
COG7	ENSG00000168434	bronchus
CACNA1B	ENSG00000148408	bronchus
SLC25A11	ENSG00000108528	bronchus
CRCP	ENSG00000241258	bronchus
FAXDC2	ENSG00000170271	bronchus
MAPRE3	ENSG00000084764	bronchus
SLC10A4	ENSG00000145248	bronchus
KLHL11	ENSG00000178502	bronchus
BMPR2	ENSG00000204217	bronchus
RINT1	ENSG00000135249	bronchus
KCTD6	ENSG00000168301	bronchus
TEKT1	ENSG00000167858	bronchus
C4ORF3	ENSG00000164096	bronchus
RAPGEF4	ENSG00000091428	bronchus
SEMA3F	ENSG00000001617	bronchus
SLAMF9	ENSG00000162723	bronchus
CCDC106	ENSG00000173581	bronchus
TST	ENSG00000128311	bronchus
AP1S1	ENSG00000106367	bronchus
CAPN13	ENSG00000162949	bronchus
CAPN12	ENSG00000182472	bronchus
SLC26A10	ENSG00000135502	bronchus
ZNF665	ENSG00000197497	bronchus
SPATA13	ENSG00000182957	bronchus
LTK	ENSG00000062524	bronchus
CEP63	ENSG00000182923	bronchus
UBAC2	ENSG00000134882	bronchus
FAM208A	ENSG00000163946	bronchus
C11ORF49	ENSG00000149179	bronchus
CEP97	ENSG00000182504	bronchus
TSC22D2	ENSG00000196428	bronchus
RASGRP4	ENSG00000171777	bronchus
DSE	ENSG00000111817	bronchus
ABHD3	ENSG00000158201	bronchus
ALOX5	ENSG00000012779	bronchus
ERLIN2	ENSG00000147475	bronchus
NIT1	ENSG00000158793	bronchus
FOXC1	ENSG00000054598	bronchus
SCUBE1	ENSG00000159307	bronchus
CLRN3	ENSG00000180745	bronchus
IQCG	ENSG00000114473	bronchus
BAZ2B	ENSG00000123636	bronchus
NPLOC4	ENSG00000182446	bronchus
S1PR1	ENSG00000170989	bronchus
CAMK1G	ENSG00000008118	bronchus
KDM5D	ENSG00000012817	bronchus
NDOR1	ENSG00000188566	bronchus
TMEM138	ENSG00000149483	bronchus
GPATCH2L	ENSG00000089916	bronchus
PRR15L	ENSG00000167183	bronchus
WNT10A	ENSG00000135925	bronchus
LPCAT1	ENSG00000153395	bronchus
SPATA6L	ENSG00000106686	bronchus
FAM189B	ENSG00000160767	bronchus
ACVR1	ENSG00000115170	bronchus
ERI3	ENSG00000117419	bronchus
TTBK2	ENSG00000128881	bronchus
PDC	ENSG00000116703	bronchus
NRBF2	ENSG00000148572	bronchus
GPR125	ENSG00000152990	bronchus
BTN2A1	ENSG00000112763	bronchus
POU6F2	ENSG00000106536	bronchus
MGAT1	ENSG00000131446	bronchus
