GeneSym	EnsembleID	Tissue
TP53I11	ENSG00000175274	thyroid gland
ZNF682	ENSG00000197124	thyroid gland
FAU	ENSG00000149806	thyroid gland
RAC3	ENSG00000169750	thyroid gland
SOS1	ENSG00000115904	thyroid gland
TBC1D2	ENSG00000095383	thyroid gland
SLC1A4	ENSG00000115902	thyroid gland
YBX3	ENSG00000060138	thyroid gland
IPO5	ENSG00000065150	thyroid gland
STX5	ENSG00000162236	thyroid gland
MIR3064	ENSG00000108654	thyroid gland
KIF2A	ENSG00000068796	thyroid gland
WEE1	ENSG00000166483	thyroid gland
SIM1	ENSG00000112246	thyroid gland
ARID3A	ENSG00000116017	thyroid gland
PRTN3	ENSG00000196415	thyroid gland
ASB7	ENSG00000183475	thyroid gland
ACCS	ENSG00000110455	thyroid gland
SCIMP	ENSG00000161929	thyroid gland
BLNK	ENSG00000095585	thyroid gland
CDKL3	ENSG00000006837	thyroid gland
STMN1	ENSG00000117632	thyroid gland
PP2D1	ENSG00000183977	thyroid gland
SHOC2	ENSG00000108061	thyroid gland
ALB	ENSG00000163631	thyroid gland
DHX37	ENSG00000150990	thyroid gland
SETD7	ENSG00000145391	thyroid gland
LRRC49	ENSG00000137821	thyroid gland
CCDC85C	ENSG00000205476	thyroid gland
RELB	ENSG00000104856	thyroid gland
SNX31	ENSG00000174226	thyroid gland
USP53	ENSG00000145390	thyroid gland
PBK	ENSG00000168078	thyroid gland
KIAA0355	ENSG00000166398	thyroid gland
CEACAM16	ENSG00000213892	thyroid gland
ALKBH8	ENSG00000137760	thyroid gland
KIF3B	ENSG00000101350	thyroid gland
TNFRSF9	ENSG00000049249	thyroid gland
PMS1	ENSG00000064933	thyroid gland
CCNE2	ENSG00000175305	thyroid gland
PLEKHA7	ENSG00000166689	thyroid gland
FRMD3	ENSG00000172159	thyroid gland
ELOVL2	ENSG00000197977	thyroid gland
TSPO	ENSG00000100300	thyroid gland
DAPP1	ENSG00000070190	thyroid gland
GRIK3	ENSG00000163873	thyroid gland
METTL15	ENSG00000169519	thyroid gland
RXRG	ENSG00000143171	thyroid gland
RHOBTB3	ENSG00000164292	thyroid gland
CUL2	ENSG00000108094	thyroid gland
PPP3CC	ENSG00000120910	thyroid gland
GPR114	ENSG00000159618	thyroid gland
GDNF	ENSG00000168621	thyroid gland
KCNIP4	ENSG00000185774	thyroid gland
DDB1	ENSG00000167986	thyroid gland
NHSL2	ENSG00000204131	thyroid gland
TMEM257	ENSG00000221870	thyroid gland
MYC	ENSG00000136997	thyroid gland
SHROOM4	ENSG00000158352	thyroid gland
SOAT2	ENSG00000167780	thyroid gland
SRF	ENSG00000112658	thyroid gland
DHFRL1	ENSG00000178700	thyroid gland
SPEG	ENSG00000072195	thyroid gland
ABTB2	ENSG00000166016	thyroid gland
BTG1	ENSG00000133639	thyroid gland
NIM1K	ENSG00000177453	thyroid gland
EMP2	ENSG00000213853	thyroid gland
ZGPAT	ENSG00000197114	thyroid gland
ERN2	ENSG00000134398	thyroid gland
LTB4R2	ENSG00000213906	thyroid gland
RGS19	ENSG00000171700	thyroid gland
SSH3	ENSG00000172830	thyroid gland
EED	ENSG00000074266	thyroid gland
TSC22D4	ENSG00000166925	thyroid gland
C4ORF27	ENSG00000056050	thyroid gland
PLEKHF2	ENSG00000175895	thyroid gland
GAB3	ENSG00000160219	thyroid gland
RAPGEF5	ENSG00000136237	testis
JUND	ENSG00000130522	testis
LHFPL4	ENSG00000156959	testis
ATXN7	ENSG00000163635	testis
C9ORF117	ENSG00000160401	testis
CDH4	ENSG00000179242	testis
FAM83B	ENSG00000168143	testis
L1TD1	ENSG00000240563	testis
SMG7	ENSG00000116698	testis
SLC25A21	ENSG00000183032	testis
RTKN	ENSG00000114993	testis
CCDC157	ENSG00000187860	testis
FAM206A	ENSG00000119328	testis
FAM198A	ENSG00000144649	testis
CIT	ENSG00000122966	testis
GNL3	ENSG00000163938	testis
FAM135B	ENSG00000147724	testis
ELMSAN1	ENSG00000156030	testis
IFNAR1	ENSG00000142166	testis
EPHA7	ENSG00000135333	testis
THADA	ENSG00000115970	testis
PPIH	ENSG00000171960	testis
HDLBP	ENSG00000115677	testis
FLII	ENSG00000177731	testis
LRBA	ENSG00000198589	testis
NMT1	ENSG00000136448	testis
EPS8L2	ENSG00000177106	testis
DIEXF	ENSG00000117597	testis
LAD1	ENSG00000159166	testis
AZIN2	ENSG00000142920	testis
JUP	ENSG00000173801	testis
PKP3	ENSG00000184363	testis
EIF4B	ENSG00000063046	testis
RCC1	ENSG00000180198	testis
ZNF501	ENSG00000186446	testis
C21ORF62	ENSG00000205929	testis
EFNB1	ENSG00000090776	testis
TREM1	ENSG00000124731	testis
HSPB1	ENSG00000106211	testis
LOC100128398	ENSG00000176593	testis
KIF14	ENSG00000118193	testis
REPIN1	ENSG00000214022	testis
SMARCA5	ENSG00000153147	testis
IL1RL2	ENSG00000115598	testis
FCHSD2	ENSG00000137478	testis
DHRS7	ENSG00000100612	testis
ID4	ENSG00000172201	testis
NREP	ENSG00000134986	testis
PUM2	ENSG00000055917	testis
CCDC28B	ENSG00000160050	testis
CLDN5	ENSG00000184113	testis
KRT9	ENSG00000171403	testis
CCDC158	ENSG00000163749	testis
ERC1	ENSG00000082805	testis
LOC100652824	ENSG00000182329	testis
MRS2	ENSG00000124532	testis
WDR24	ENSG00000127580	testis
RREB1	ENSG00000124782	testis
MARK2	ENSG00000072518	testis
ZFHX2	ENSG00000136367	testis
KAT2B	ENSG00000114166	testis
KLHL8	ENSG00000145332	testis
CCDC170	ENSG00000120262	testis
RPL19	ENSG00000108298	testis
REL	ENSG00000162924	testis
RBM12B	ENSG00000183808	testis
NUCB1	ENSG00000104805	testis
RPL9	ENSG00000163682	testis
SSR4	ENSG00000180879	testis
KIDINS220	ENSG00000134313	testis
FAM132A	ENSG00000184163	testis
GPT2	ENSG00000166123	testis
WDR19	ENSG00000157796	testis
VAV3	ENSG00000134215	testis
SNF8	ENSG00000159210	testis
EPS15L1	ENSG00000127527	testis
MRPL32	ENSG00000106591	testis
FAM161A	ENSG00000170264	testis
DNAH1	ENSG00000114841	testis
TFAP4	ENSG00000090447	testis
TRIM47	ENSG00000132481	testis
C1ORF229	ENSG00000221953	testis
MAN1A2	ENSG00000198162	testis
ZNF695	ENSG00000197472	testis
DMRT2	ENSG00000173253	testis
RNF220	ENSG00000187147	testis
REXO1	ENSG00000079313	testis
ROBO2	ENSG00000185008	testis
GFRAL	ENSG00000187871	testis
ACER2	ENSG00000177076	testis
ICMT	ENSG00000116237	testis
BCL2L15	ENSG00000188761	testis
GPR176	ENSG00000166073	testis
FOXD3	ENSG00000187140	testis
GLT6D1	ENSG00000204007	testis
GNRH1	ENSG00000147437	testis
TTLL7	ENSG00000137941	testis
SH2D5	ENSG00000189410	testis
GGA3	ENSG00000125447	testis
LRRFIP1	ENSG00000124831	testis
FOSL2	ENSG00000075426	testis
CEP112	ENSG00000154240	testis
YPEL5	ENSG00000119801	testis
C7ORF49	ENSG00000122783	testis
NDUFB5	ENSG00000136521	testis
LOC102724313	ENSG00000145741	testis
UBXN10	ENSG00000162543	testis
PHLDA1	ENSG00000139289	testis
PRR29	ENSG00000224383	testis
MAP2K3	ENSG00000034152	testis
C1GALT1	ENSG00000106392	testis
SLC1A1	ENSG00000106688	testis
UCKL1	ENSG00000198276	testis
CARD10	ENSG00000100065	testis
EEF1D	ENSG00000104529	testis
SUPT20H	ENSG00000102710	testis
CDH1	ENSG00000039068	testis
AKAP1	ENSG00000121057	testis
COL22A1	ENSG00000169436	testis
MAP2K6	ENSG00000108984	testis
FAM231A	ENSG00000237847	testis
FAM231C	ENSG00000268674	testis
ENOX1	ENSG00000120658	testis
PPEF1	ENSG00000086717	testis
HIST1H1D	ENSG00000124575	testis
BFSP1	ENSG00000125864	testis
AKAP13	ENSG00000170776	testis
GIPC3	ENSG00000179855	testis
SRPK3	ENSG00000184343	testis
PPEF2	ENSG00000156194	testis
PIWIL3	ENSG00000184571	testis
VANGL1	ENSG00000173218	testis
KCNJ2	ENSG00000123700	testis
IQSEC1	ENSG00000144711	testis
SIGLEC8	ENSG00000105366	testis
NLRX1	ENSG00000160703	testis
SIT1	ENSG00000137078	testis
METTL21C	ENSG00000139780	testis
POTEJ	ENSG00000222038	testis
GIN1	ENSG00000145723	testis
FAM175B	ENSG00000165660	testis
LAMTOR2	ENSG00000116586	testis
STOML3	ENSG00000133115	testis
TPCN2	ENSG00000162341	testis
S100A11	ENSG00000163191	testis
TMPO	ENSG00000120802	testis
AQP3	ENSG00000165272	testis
SCTR	ENSG00000080293	testis
ZNF185	ENSG00000147394	testis
C11ORF24	ENSG00000171067	testis
PAK1IP1	ENSG00000111845	testis
PCDHB14	ENSG00000120327	testis
ZNF687	ENSG00000143373	testis
PTGER4	ENSG00000171522	testis
CEBPB	ENSG00000172216	testis
RING1	ENSG00000204227	testis
FUBP1	ENSG00000162613	testis
PCDHB11	ENSG00000197479	testis
PCDHB12	ENSG00000120328	testis
LRRC61	ENSG00000127399	testis
KMT2A	ENSG00000118058	testis
EPB41L4B	ENSG00000095203	testis
ALDH1L2	ENSG00000136010	testis
KCNT2	ENSG00000162687	testis
TRIM43	ENSG00000144015	testis
KCNJ8	ENSG00000121361	testis
AGGF1	ENSG00000164252	testis
XYLT1	ENSG00000103489	testis
LOC101060835	ENSG00000179344	testis
SULF2	ENSG00000196562	testis
TANGO2	ENSG00000183597	testis
WDPCP	ENSG00000143951	testis
SLC35F5	ENSG00000115084	testis
SLC27A2	ENSG00000140284	testis
CD164	ENSG00000135535	testis
ATP6V1C1	ENSG00000155097	testis
LRRC66	ENSG00000188993	testis
SNX11	ENSG00000002919	testis
KLF15	ENSG00000163884	testis
ALCAM	ENSG00000170017	testis
FRK	ENSG00000111816	testis
CD151	ENSG00000177697	testis
TMEM119	ENSG00000183160	testis
KDM7A	ENSG00000006459	testis
ZNF75D	ENSG00000186376	testis
TUBB2A	ENSG00000137267	testis
TMEM177	ENSG00000144120	testis
CMTM1	ENSG00000089505	testis
TRIB2	ENSG00000071575	testis
CCDC109B	ENSG00000005059	testis
SOS1	ENSG00000115904	testis
TBC1D2	ENSG00000095383	testis
SYNGR2	ENSG00000108639	testis
MAP3K10	ENSG00000130758	testis
DGCR14	ENSG00000100056	testis
MCF2L	ENSG00000126217	testis
RGS10	ENSG00000148908	testis
AOC2	ENSG00000131480	testis
RFC1	ENSG00000035928	testis
TNS1	ENSG00000079308	testis
MBNL1	ENSG00000152601	testis
PBX3	ENSG00000167081	testis
LGALS12	ENSG00000133317	testis
C6ORF1	ENSG00000186577	testis
KDM1A	ENSG00000004487	testis
SUN2	ENSG00000100242	testis
FER	ENSG00000151422	testis
SP3	ENSG00000172845	testis
DHFRL1	ENSG00000178700	testis
SSH3	ENSG00000172830	testis
RP2	ENSG00000102218	testis
PPOX	ENSG00000143224	placenta
CFDP1	ENSG00000153774	placenta
LTN1	ENSG00000198862	placenta
MDM4	ENSG00000198625	placenta
NFIC	ENSG00000141905	placenta
SFRP5	ENSG00000120057	placenta
PLCG1	ENSG00000124181	placenta
PRPF40A	ENSG00000196504	placenta
KBTBD7	ENSG00000120696	placenta
MBLAC2	ENSG00000176055	placenta
PUF60	ENSG00000179950	placenta
HTR1F	ENSG00000179097	placenta
OAT	ENSG00000065154	placenta
PNISR	ENSG00000132424	placenta
LSM14B	ENSG00000149657	placenta
FAM35A	ENSG00000122376	placenta
RPP30	ENSG00000148688	placenta
MAGOH	ENSG00000162385	placenta
MAGOHB	ENSG00000111196	placenta
TRERF1	ENSG00000124496	placenta
SAMHD1	ENSG00000101347	placenta
COPS6	ENSG00000168090	placenta
RFX3	ENSG00000080298	placenta
GRXCR1	ENSG00000215203	placenta
TUBB2B	ENSG00000137285	placenta
TUBB3	ENSG00000258947	placenta
TUBB6	ENSG00000176014	placenta
TUBB4A	ENSG00000104833	placenta
SOWAHC	ENSG00000198142	placenta
ARHGAP11A	ENSG00000198826	placenta
CEP170B	ENSG00000099814	placenta
ZNF333	ENSG00000160961	placenta
MIRLET7BHG	ENSG00000197182	placenta
SURF2	ENSG00000148291	placenta
WDR5B	ENSG00000196981	placenta
GMNC	ENSG00000205835	placenta
WNK1	ENSG00000060237	placenta
GATAD2B	ENSG00000143614	placenta
TBATA	ENSG00000166220	placenta
HNMT	ENSG00000150540	placenta
SNX1	ENSG00000028528	placenta
PRODH2	ENSG00000250799	placenta
THADA	ENSG00000115970	placenta
PPIH	ENSG00000171960	placenta
INTS4	ENSG00000149262	placenta
LPPR5	ENSG00000117598	placenta
PLEKHM1	ENSG00000225190	placenta
PRR25	ENSG00000167945	placenta
ESD	ENSG00000139684	placenta
SLC24A3	ENSG00000185052	placenta
IFITM5	ENSG00000206013	placenta
SPOPL	ENSG00000144228	placenta
ARL6IP4	ENSG00000182196	placenta
SMAD9	ENSG00000120693	placenta
DNAJC18	ENSG00000170464	placenta
ZNF502	ENSG00000196653	placenta
AMN	ENSG00000166126	placenta
SLC9A6	ENSG00000198689	placenta
KDM4E	ENSG00000235268	placenta
C3ORF27	ENSG00000198685	placenta
ASCL3	ENSG00000176009	placenta
PLRG1	ENSG00000171566	placenta
LMF2	ENSG00000100258	placenta
MYCBPAP	ENSG00000136449	placenta
AHSA2	ENSG00000173209	placenta
PLEKHA4	ENSG00000105559	placenta
SKOR2	ENSG00000215474	placenta
BDH1	ENSG00000161267	placenta
COX6A1	ENSG00000111775	placenta
HTR4	ENSG00000164270	placenta
PTCD3	ENSG00000132300	placenta
MSTO1	ENSG00000125459	placenta
PCCA	ENSG00000175198	placenta
UQCRQ	ENSG00000164405	placenta
ATP1A1	ENSG00000163399	placenta
ALDH6A1	ENSG00000119711	placenta
NUP43	ENSG00000120253	placenta
GPR137C	ENSG00000180998	placenta
ZPR1	ENSG00000109917	placenta
NIPSNAP3B	ENSG00000165028	placenta
TRUB1	ENSG00000165832	placenta
AGAP11	ENSG00000172650	placenta
AGAP4	ENSG00000188234+ENSG00000204149	placenta
AGAP9	ENSG00000204172	placenta
DYNC2H1	ENSG00000187240	placenta
ZMAT2	ENSG00000146007	placenta
SP6	ENSG00000189120	placenta
LYSMD2	ENSG00000140280	placenta
FBXO33	ENSG00000165355	placenta
FUK	ENSG00000157353	placenta
MRPL44	ENSG00000135900	placenta
GADD45GIP1	ENSG00000179271	placenta
MRPS24	ENSG00000062582	placenta
GALNT5	ENSG00000136542	placenta
ZNF717	ENSG00000227124	placenta
NDUFV3	ENSG00000160194	placenta
THAP9	ENSG00000168152	placenta
PROSER2	ENSG00000148426	placenta
AKIRIN1	ENSG00000174574	placenta
DHH	ENSG00000139549	placenta
RRP36	ENSG00000124541	placenta
XKRX	ENSG00000182489	placenta
MRPL50	ENSG00000136897	placenta
PXYLP1	ENSG00000155893	placenta
PTPRT	ENSG00000196090	placenta
RFESD	ENSG00000175449	placenta
C16ORF54	ENSG00000185905	placenta
ZNF354A	ENSG00000169131	placenta
SRBD1	ENSG00000068784	placenta
AS3MT	ENSG00000214435	placenta
MRPS18C	ENSG00000163319	placenta
RHEBL1	ENSG00000167550	placenta
ND3	ENSG00000198840	placenta
ZNF90	ENSG00000213988	placenta
RNF149	ENSG00000163162	placenta
COQ7	ENSG00000167186	placenta
PTGR1	ENSG00000106853	placenta
PKP4	ENSG00000144283	placenta
FRMD1	ENSG00000153303	placenta
ATP8B2	ENSG00000143515	placenta
C2ORF54	ENSG00000172478	placenta
SGK494	ENSG00000167524	placenta
GALNT12	ENSG00000119514	placenta
SURF1	ENSG00000148290	placenta
CBR4	ENSG00000145439	placenta
MRI1	ENSG00000037757	placenta
MRPL20	ENSG00000242485	placenta
SLC6A5	ENSG00000165970	placenta
MRPL13	ENSG00000172172	placenta
CCP110	ENSG00000103540	placenta
GUCY1A3	ENSG00000164116	placenta
TMEM225	ENSG00000204300	placenta
CXORF22	ENSG00000165164	placenta
SSTR1	ENSG00000139874	placenta
TGFB3	ENSG00000119699	placenta
TMTC3	ENSG00000139324	placenta
SMCO4	ENSG00000166002	placenta
TTC19	ENSG00000011295	placenta
ATP1A4	ENSG00000132681	placenta
OPRK1	ENSG00000082556	placenta
OSGEP	ENSG00000092094	placenta
LRRN3	ENSG00000173114	placenta
B4GALT7	ENSG00000027847	placenta
PPWD1	ENSG00000113593	placenta
MARK4	ENSG00000007047	placenta
ICE2	ENSG00000128915	placenta
MRPL57	ENSG00000173141	placenta
SECTM1	ENSG00000141574	placenta
PPFIA2	ENSG00000139220	placenta
IRAK2	ENSG00000134070	placenta
ARMC6	ENSG00000105676	placenta
ZNF581	ENSG00000171425	placenta
DEPDC4	ENSG00000166153	placenta
PCDHB7	ENSG00000113212	placenta
ARPC1A	ENSG00000241685	placenta
ALG13	ENSG00000101901	placenta
SPATA6	ENSG00000132122	placenta
LTA4H	ENSG00000111144	placenta
KPNA5	ENSG00000196911	placenta
CYB5RL	ENSG00000215883	placenta
MRPS2	ENSG00000122140	placenta
VTI1A	ENSG00000151532	placenta
MRPS5	ENSG00000144029	placenta
COQ10B	ENSG00000115520	placenta
NOL4L	ENSG00000197183	placenta
SHROOM3	ENSG00000138771	placenta
EMILIN3	ENSG00000183798	placenta
PTAFR	ENSG00000169403	placenta
FAM213B	ENSG00000157870	placenta
ITGA2	ENSG00000164171	placenta
ZNF34	ENSG00000196378	placenta
TYW1	ENSG00000198874	placenta
IPO13	ENSG00000117408	placenta
ALDH1B1	ENSG00000137124	placenta
RHBDL2	ENSG00000158315	placenta
TIGD6	ENSG00000164296	placenta
CRYL1	ENSG00000165475	placenta
JADE3	ENSG00000102221	placenta
VWA1	ENSG00000179403	placenta
C7	ENSG00000112936	placenta
XBP1	ENSG00000100219	placenta
FAM161A	ENSG00000170264	placenta
CCDC79	ENSG00000249961	placenta
C6ORF123	ENSG00000146521	placenta
ELP4	ENSG00000109911	placenta
LAPTM5	ENSG00000162511	placenta
KIAA1958	ENSG00000165185	placenta
COMTD1	ENSG00000165644	placenta
DACH2	ENSG00000126733	placenta
NDE1	ENSG00000072864	placenta
KHDRBS3	ENSG00000131773	placenta
PFN2	ENSG00000070087	placenta
KCNJ16	ENSG00000153822	placenta
ABHD1	ENSG00000143994	placenta
SALL1	ENSG00000103449	placenta
ABCB6	ENSG00000115657	placenta
RAB9B	ENSG00000123570	placenta
POMGNT1	ENSG00000085998	placenta
DNPH1	ENSG00000112667	placenta
ASAH1	ENSG00000104763	placenta
FDPS	ENSG00000160752	placenta
HIGD2A	ENSG00000146066	placenta
STXBP6	ENSG00000168952	placenta
TRPM7	ENSG00000092439	placenta
NDUFAF2	ENSG00000164182	placenta
DCAF4L2	ENSG00000176566	placenta
NIT2	ENSG00000114021	placenta
WASL	ENSG00000106299	placenta
NEU1	ENSG00000204386	placenta
FHL5	ENSG00000112214	placenta
KNSTRN	ENSG00000128944	placenta
RAPSN	ENSG00000165917	placenta
ANAPC10	ENSG00000164162	placenta
PCDHGB3	ENSG00000262209	placenta
ZNF749	ENSG00000186230	placenta
MICALL2	ENSG00000164877	placenta
COL9A3	ENSG00000092758	placenta
FRMPD1	ENSG00000070601	placenta
IFIT1	ENSG00000185745	placenta
C15ORF62	ENSG00000188277	placenta
FRMD6	ENSG00000139926	placenta
GPD1	ENSG00000167588	placenta
RMI1	ENSG00000178966	placenta
GRB14	ENSG00000115290	placenta
OIT3	ENSG00000138315	placenta
SPHKAP	ENSG00000153820	placenta
NDUFC1	ENSG00000109390	placenta
CUTC	ENSG00000119929	placenta
PHLDB1	ENSG00000019144	placenta
SERP1	ENSG00000120742	placenta
SERP2	ENSG00000151778	placenta
C1ORF141	ENSG00000203963	placenta
SIGLEC7	ENSG00000168995	placenta
ZC3H3	ENSG00000014164	placenta
NT5M	ENSG00000205309	placenta
DST	ENSG00000151914	placenta
PLP2	ENSG00000102007	placenta
PPP1R3C	ENSG00000119938	placenta
BCDIN3D	ENSG00000186666	placenta
LIN54	ENSG00000189308	placenta
CEP89	ENSG00000121289	placenta
TSEN54	ENSG00000182173	placenta
